"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.456870200E-2,-6.133019924E-3,7.141590118E-3,-6.549549103E-2
2.256440600E-2,9.297525883E-2,-4.201984406E-2,-1.570034027E-2
3.059095600E-2,1.439021230E-1,-8.091866970E-2,1.150512695E-2
3.858573600E-2,6.725454330E-2,-5.679130554E-2,6.114768982E-2
4.658197900E-2,-1.368224621E-2,-1.897788048E-2,7.348918915E-2
5.457675900E-2,1.551622152E-2,1.883590221E-2,9.540939331E-2
6.257277000E-2,5.427360535E-2,8.763909340E-3,7.902622223E-2
7.056847400E-2,1.361439228E-1,8.271217346E-3,8.419036865E-2
7.856394700E-2,1.436799765E-1,-4.182457924E-3,6.493663788E-2
8.655965000E-2,1.064981222E-1,4.450786114E-2,4.884433746E-2
9.458604700E-2,1.080666780E-1,4.939079285E-2,4.965400696E-2
1.025809040E-1,1.005419493E-1,3.788554668E-2,4.570579529E-2
1.105774540E-1,1.062890291E-1,3.717422485E-3,6.649017334E-3
1.185725430E-1,5.548918247E-2,1.970577240E-2,1.619815826E-2
1.265685540E-1,7.687568665E-3,1.893436909E-2,2.807712555E-2
1.345643340E-1,-3.986120224E-2,-1.543307304E-2,2.794837952E-2
1.425898840E-1,-4.684150219E-2,-6.683468819E-3,5.177879333E-2
1.505852800E-1,-3.101944923E-2,-4.130601883E-4,6.245040894E-2
1.585809830E-1,-4.108989239E-2,-2.269172668E-2,6.960868835E-2
1.665766100E-1,-3.927063942E-2,-2.092564106E-2,8.294200897E-2
1.745726990E-1,-1.662087440E-2,-2.575039864E-3,7.820415497E-2
1.825674790E-1,-1.340019703E-2,1.348292828E-2,6.632423401E-2
1.905649510E-1,-2.555370331E-3,2.026414871E-2,5.768108368E-2
1.985895790E-1,1.702225208E-2,1.992988586E-2,3.870010376E-2
2.065856670E-1,4.366731644E-2,3.889262676E-2,2.932453156E-2
2.145816010E-1,5.677151680E-2,-5.546808243E-3,4.393672943E-2
2.225763820E-1,8.363127708E-2,-6.642341614E-4,3.936100006E-2
2.305718550E-1,7.778000832E-2,-2.892351151E-2,4.878902435E-2
2.385680960E-1,7.903075218E-2,-1.548552513E-2,4.294776917E-2
2.465634930E-1,7.155847549E-2,-2.980804443E-2,5.974292755E-2
2.545896580E-1,6.029117107E-2,-2.223277092E-2,4.054832458E-2
2.625851310E-1,3.452420235E-2,-1.513004303E-2,2.850437164E-2
2.705820660E-1,2.596068382E-2,-2.485120296E-2,4.273986816E-2
2.785767690E-1,7.310509682E-3,8.729219437E-3,4.163646698E-2
2.865719340E-1,-2.730131149E-2,1.581394672E-2,5.584335327E-2
2.945676370E-1,-4.245543480E-2,5.221843719E-3,4.730033875E-2
3.025638800E-1,-2.678418159E-2,-1.860618591E-2,4.477310181E-2
3.105894290E-1,-2.817475796E-2,-1.112806797E-2,4.229736328E-2
3.185852100E-1,-2.018213272E-2,-2.039039135E-2,2.308654785E-2
3.265808370E-1,-1.477074623E-2,-1.520180702E-2,3.263664246E-2
3.345768480E-1,-1.654243469E-2,-5.162954330E-3,2.064704895E-2
3.425723210E-1,-1.359879971E-2,1.197743416E-2,2.541446686E-2
3.505686400E-1,-8.069396019E-3,5.145311356E-3,2.776336670E-2
3.585634210E-1,2.140140533E-2,1.045000553E-2,4.689025879E-2
3.665895090E-1,-1.378619671E-2,2.072906494E-2,3.491401672E-2
3.745846740E-1,-5.739688873E-3,-4.671931267E-3,5.646610260E-2
3.825803010E-1,-1.200509071E-2,3.578782082E-3,7.323932648E-2
3.905754660E-1,8.128046989E-3,-2.287626266E-3,4.933166504E-2
3.985717850E-1,-3.655827045E-2,-2.010178566E-2,4.699230194E-2
