"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780665006903393E9,"2026-06-05 3:10:06.903 UTC+02:00"
"PAUSE",4.389205741666956E1,1.780665050796766E9,"2026-06-05 3:10:50.797 UTC+02:00"
