"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780665167697914E9,"2026-06-05 3:12:47.698 UTC+02:00"
"PAUSE",4.171364729164634E1,1.780665209412811E9,"2026-06-05 3:13:29.413 UTC+02:00"
