"event","experiment time","system time","system time text"
"START",0.000000000E0,1781006961.932,"2026-06-09 14:09:21.932 UTC+02:00"
"PAUSE",4.128128239E1,1781007003.213,"2026-06-09 14:10:03.213 UTC+02:00"
