"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536325122490E9,"2026-06-04 3:25:25.122 UTC+02:00"
"PAUSE",4.375984508333204E1,1.780536368882037E9,"2026-06-04 3:26:08.882 UTC+02:00"
