"event","experiment time","system time","system time text"
"START",0.000000000E0,1781032766.762,"2026-06-09 21:19:26.762 UTC+02:00"
"PAUSE",3.585352946E1,1781032802.616,"2026-06-09 21:20:02.616 UTC+02:00"
