"event","experiment time","system time","system time text"
"START",0.000000000E0,1780939320.026,"2026-06-08 19:22:00.026 UTC+02:00"
"PAUSE",3.961689046E1,1780939359.643,"2026-06-08 19:22:39.643 UTC+02:00"
