"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661756703585E9,"2026-06-05 2:15:56.704 UTC+02:00"
"PAUSE",4.239574370832997E1,1.780661799098952E9,"2026-06-05 2:16:39.099 UTC+02:00"
