"event","experiment time","system time","system time text"
"START",0.000000000E0,1781007214.991,"2026-06-09 14:13:34.991 UTC+02:00"
"PAUSE",3.735086616E1,1781007252.342,"2026-06-09 14:14:12.342 UTC+02:00"
