"event","experiment time","system time","system time text"
"START",0.000000000E0,1780939166.668,"2026-06-08 19:19:26.668 UTC+02:00"
"PAUSE",4.748342270E1,1780939214.151,"2026-06-08 19:20:14.151 UTC+02:00"
