"event","experiment time","system time","system time text"
"START",0.000000000E0,1780939544.716,"2026-06-08 19:25:44.716 UTC+02:00"
"PAUSE",4.211444116E1,1780939586.830,"2026-06-08 19:26:26.830 UTC+02:00"
