"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538210221060E9,"2026-06-04 3:56:50.221 UTC+02:00"
"PAUSE",4.752531904166608E1,1.780538257746516E9,"2026-06-04 3:57:37.747 UTC+02:00"
