"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.322700002E-2,-2.589269355E-2,7.328694314E-2,1.354102232E-2
2.316700001E-2,-1.953448728E-2,5.628731102E-2,1.494645048E-2
3.310600002E-2,-1.126076654E-2,4.297143593E-2,1.003529783E-2
4.304600001E-2,-4.107515793E-3,1.906423829E-2,8.765236475E-3
5.298500002E-2,1.931795850E-3,-1.329197548E-3,9.012748487E-3
6.292500001E-2,1.165606268E-2,-2.376659587E-2,4.460074939E-3
7.286400002E-2,1.709773764E-2,-4.029077291E-2,-8.257767186E-4
8.280400001E-2,1.840002276E-2,-5.182944983E-2,-1.541101374E-3
9.274300002E-2,2.109052241E-2,-5.701471493E-2,6.678793579E-5
1.026830000E-1,1.942924224E-2,-5.835774541E-2,-1.371851191E-3
1.126230000E-1,1.295382716E-2,-5.725973845E-2,-3.291353583E-3
1.225620000E-1,1.048241369E-2,-4.665902257E-2,-4.722270183E-3
1.325020000E-1,2.165715210E-3,-3.058963642E-2,-7.358345203E-3
1.424410000E-1,2.470913343E-3,-1.462611556E-2,-7.799097337E-3
1.523810000E-1,-2.711803652E-3,-1.885298174E-3,-4.665517248E-3
1.623200000E-1,-3.948309459E-3,1.089148410E-2,2.585204784E-3
1.722600000E-1,-7.485489827E-3,2.651091665E-2,2.628932707E-3
1.821990000E-1,-1.062722132E-2,4.308163747E-2,2.895249054E-3
1.921390000E-1,-1.498462446E-2,5.625601858E-2,1.696931198E-3
2.020780000E-1,-1.222345792E-2,6.028085202E-2,1.182946004E-2
2.120180000E-1,-1.475985348E-2,6.071414798E-2,8.456832729E-3
2.219570000E-1,-9.496124461E-3,5.744597688E-2,8.627603762E-3
2.318970000E-1,-1.675746404E-3,4.967976734E-2,4.886629526E-3
2.418370000E-1,2.210338134E-3,3.491600230E-2,7.769501302E-3
2.517760000E-1,6.430792157E-3,1.777059771E-2,1.182022598E-2
2.617160000E-1,1.110570505E-2,-8.502551354E-3,7.068880368E-3
2.716550000E-1,1.606898196E-2,-3.211641684E-2,1.183692366E-3
2.815950000E-1,2.071593143E-2,-5.298707634E-2,-1.380350441E-4
2.915340000E-1,2.514538728E-2,-7.338994741E-2,-1.275815070E-3
3.014740000E-1,2.933560498E-2,-9.016972780E-2,-2.870515920E-3
3.114130000E-1,3.171354160E-2,-9.649739414E-2,-5.831952207E-3
3.213530000E-1,3.478470072E-2,-9.850142896E-2,-8.425603621E-3
3.312920000E-1,3.477361053E-2,-9.122505039E-2,-6.622251123E-3
3.412320000E-1,2.709119022E-2,-7.745677233E-2,-1.006492041E-2
3.511710000E-1,2.071761712E-2,-6.143314764E-2,-1.262061577E-2
3.611110000E-1,1.431937236E-2,-4.035582766E-2,-1.755092666E-2
3.710500000E-1,7.249453571E-3,-2.273757756E-2,-1.962321438E-2
3.809900000E-1,2.273336984E-3,-8.067287505E-3,-1.644473150E-2
3.909300000E-1,7.095229812E-4,-1.970083453E-3,-1.624789461E-2
4.008690000E-1,-1.164809335E-3,1.863803715E-3,-1.493602060E-2
4.108090000E-1,-1.718619838E-3,6.475679576E-3,-1.920488849E-2
4.207480000E-1,-4.461612552E-4,9.417408146E-3,-2.192956768E-2
4.306880000E-1,1.162178814E-3,8.321131580E-3,-2.037521452E-2
4.406270000E-1,3.692714497E-3,2.349792048E-3,-1.799940690E-2
4.505670000E-1,1.508784480E-4,-4.349740688E-3,-2.083153650E-2
4.605060000E-1,-2.188974526E-3,-6.301837973E-3,-2.614454553E-2
4.704460000E-1,-6.245756522E-3,-1.198575459E-2,-2.565360814E-2
4.803850000E-1,-1.362777222E-2,-1.505984087E-2,-3.406413645E-2
4.903250000E-1,-2.067743801E-2,-9.520001709E-3,-4.376641661E-2
5.002650000E-1,-2.873882651E-2,4.070376046E-3,-4.827301577E-2
5.102040000E-1,-3.297528625E-2,3.035745770E-2,-4.467469454E-2
5.201440000E-1,-3.682621568E-2,5.818242952E-2,-3.967034817E-2
5.300830000E-1,-3.924804553E-2,8.158420771E-2,-3.058001399E-2
5.400230000E-1,-3.944911435E-2,1.024048030E-1,-2.741271630E-2
5.499620000E-1,-3.873239085E-2,1.114741787E-1,-2.495904267E-2
5.599020000E-1,-3.907141462E-2,1.065784916E-1,-2.197150886E-2
5.698410000E-1,-3.201867640E-2,9.551552683E-2,-1.868147403E-2
5.797810000E-1,-3.083756380E-2,7.959115505E-2,-1.841861755E-2
5.897200000E-1,-2.736388333E-2,5.782581493E-2,-1.972199418E-2
5.996600000E-1,-2.437049337E-2,4.353955016E-2,-1.879335009E-2
6.095990000E-1,-2.161744051E-2,2.975308150E-2,-1.779777557E-2
6.195388750E-1,-1.426152326E-2,1.767111942E-2,-1.678870246E-2
6.294778750E-1,-6.875426043E-3,1.293509640E-2,-1.508702151E-2
6.394178750E-1,-4.773392808E-3,1.147088967E-2,-7.562261075E-3
6.493578750E-1,6.591952406E-4,2.640483901E-3,-5.629634485E-3
6.592968750E-1,3.740738844E-3,-5.972445011E-3,-1.644480042E-3
6.692368750E-1,6.407848094E-3,-9.989218786E-3,3.651757725E-3
6.791758750E-1,1.071524434E-2,-8.859239519E-3,6.009188015E-3
6.891158750E-1,5.393255502E-3,-1.040831581E-2,5.407653749E-3
6.990548750E-1,2.941549290E-3,-8.366203867E-3,8.478811011E-3
7.089948750E-1,3.204192733E-3,-1.933188178E-3,8.926624432E-3
7.189338750E-1,4.012994468E-3,9.829994291E-3,1.320286188E-2
7.288738750E-1,3.378871595E-3,2.056770027E-2,2.326100506E-2
7.388128750E-1,8.130216971E-3,2.634622902E-2,2.957748994E-2
7.487528750E-1,1.061092876E-2,2.106912993E-2,3.515270352E-2
7.586918750E-1,9.370427579E-3,1.488154009E-2,3.152867407E-2
7.686318750E-1,5.328703672E-3,7.705098949E-3,2.720789611E-2
7.785718750E-1,-1.155294478E-3,4.968167283E-3,2.263072133E-2
7.885108750E-1,-4.581756890E-3,1.541632973E-2,1.582721248E-2
7.984508750E-1,-7.665963843E-3,3.610775620E-2,1.088358741E-2
8.083898750E-1,-1.527403295E-2,5.370650813E-2,1.235994417E-2
8.183298750E-1,-2.265977859E-2,6.455729902E-2,1.542657427E-2
8.282688750E-1,-2.693219297E-2,7.443226874E-2,1.562327333E-2
8.382088750E-1,-3.275812417E-2,8.499729633E-2,1.749946922E-2
8.481478750E-1,-3.265022859E-2,9.286820889E-2,2.223403007E-2
8.580878750E-1,-3.504574299E-2,1.044636145E-1,2.268410474E-2
8.680268750E-1,-3.368380666E-2,1.045566127E-1,2.172888815E-2
8.779668750E-1,-3.491152823E-2,1.014875844E-1,1.762735471E-2
8.879058750E-1,-3.148973361E-2,9.277337790E-2,1.725997776E-2
8.978458750E-1,-3.490124270E-2,8.496046066E-2,1.334246807E-2
9.077848750E-1,-2.581189573E-2,7.700650394E-2,1.097536739E-2
9.177248750E-1,-3.146285564E-2,6.411281228E-2,7.190482691E-3
9.276648750E-1,-2.901685983E-2,5.550426990E-2,2.947868779E-4
9.376038750E-1,-2.675663680E-2,4.695605859E-2,-6.396939047E-3
9.475438750E-1,-2.524788678E-2,4.228096455E-2,-6.687416695E-3
9.574828750E-1,-2.573737502E-2,4.011715204E-2,-1.786135137E-3
9.674228750E-1,-2.293328568E-2,4.111188650E-2,-9.044613689E-4
9.773618750E-1,-2.052338980E-2,4.037285969E-2,-1.407532953E-3
9.873018750E-1,-2.040516958E-2,4.088269919E-2,-2.755708061E-3
9.972408750E-1,-2.439405210E-2,3.951703012E-2,9.785769507E-4
1.007180875E0,-3.886673227E-2,4.949296266E-2,7.878027856E-3
1.017119875E0,-4.894892871E-2,6.989117712E-2,1.436202601E-2
1.027059875E0,-6.246023253E-2,8.567713946E-2,2.072704211E-2
1.036998875E0,-8.019661903E-2,1.226330176E-1,3.149154037E-2
1.046938875E0,-9.802616388E-2,1.564369500E-1,5.495572463E-2
1.056878875E0,-1.106945500E-1,2.081784457E-1,7.999236882E-2
1.066817875E0,-1.229263768E-1,2.680724859E-1,9.703294188E-2
1.076757875E0,-1.267557442E-1,3.090939522E-1,1.193014979E-1
1.086696875E0,-1.274973750E-1,3.427015841E-1,1.224297807E-1
1.096636875E0,-1.214663833E-1,3.514149189E-1,1.083877310E-1
1.106575875E0,-1.180770546E-1,3.342763782E-1,9.606133401E-2
1.116515875E0,-1.080680937E-1,2.997599542E-1,7.484766841E-2
1.126454875E0,-9.538798779E-2,2.480794489E-1,5.613016710E-2
1.136394875E0,-8.625040948E-2,1.985464990E-1,3.517268598E-2
1.146333875E0,-7.711991668E-2,1.501357108E-1,2.264355496E-2
1.156273875E0,-7.068944722E-2,1.094492525E-1,9.514436126E-3
1.166212875E0,-6.287539750E-2,8.407064527E-2,1.775926910E-3
1.176152875E0,-5.544304848E-2,6.749433279E-2,-6.243118085E-3
1.186091875E0,-4.568492621E-2,6.239448488E-2,-7.828476839E-3
1.196031875E0,-3.604641184E-2,5.759972334E-2,-7.544583641E-3
1.205971875E0,-2.448637784E-2,4.734367132E-2,-1.314983889E-2
1.215910875E0,-1.962823793E-2,3.040090576E-2,-1.569608599E-2
1.225850875E0,-6.807893515E-3,6.278757937E-3,-1.723966002E-2
1.235789875E0,3.754510544E-4,-1.168506220E-2,-2.322644740E-2
1.245729875E0,6.105612032E-3,-3.448871151E-2,-2.846351638E-2
1.255668875E0,6.409745198E-3,-4.829373956E-2,-3.180871159E-2
1.265608875E0,6.462154910E-3,-5.978569761E-2,-3.647124395E-2
1.275547875E0,9.133039042E-3,-6.096814200E-2,-3.934559226E-2
1.285487875E0,5.315490998E-3,-4.950538278E-2,-3.607134894E-2
1.295426875E0,5.154097453E-4,-3.912251815E-2,-3.086140379E-2
1.305366875E0,-1.872505061E-3,-2.547485381E-2,-2.771855146E-2
1.315305875E0,-3.488777205E-3,-9.859142825E-3,-2.711800858E-2
1.325245875E0,-5.952554289E-3,-1.683117356E-3,-2.654268593E-2
1.335185875E0,-4.051589873E-3,1.617338508E-3,-2.677891031E-2
1.345124875E0,-7.758611348E-3,-1.157325227E-3,-3.128432110E-2
1.355064875E0,-8.469410241E-3,-3.624211065E-3,-3.112959117E-2
1.365003875E0,-7.129809819E-3,-5.972997285E-3,-3.189714998E-2
1.374943875E0,-1.313550398E-2,-1.412068028E-3,-3.241113946E-2
1.384882875E0,-1.703302003E-2,6.834866479E-3,-3.331055120E-2
1.394822875E0,-2.300196327E-2,2.215576544E-2,-3.293265030E-2
1.404761875E0,-2.705428563E-2,4.164622724E-2,-3.054047003E-2
1.414701875E0,-3.252281621E-2,6.293793023E-2,-2.851380408E-2
1.424640875E0,-3.175393492E-2,7.597303391E-2,-1.953889802E-2
1.434580875E0,-3.118774481E-2,7.867240906E-2,-1.468049269E-2
1.444519875E0,-3.079922311E-2,7.706040889E-2,-1.464698929E-2
1.454459875E0,-2.736986987E-2,6.325884163E-2,-2.087052912E-2
1.464398875E0,-2.785782143E-2,5.064586177E-2,-2.661134303E-2
1.474338875E0,-2.277437970E-2,3.828559816E-2,-2.984042838E-2
1.484278875E0,-1.913335733E-2,2.257743105E-2,-3.989136219E-2
1.494217875E0,-1.226186939E-2,7.947088219E-3,-3.909401596E-2
1.504157875E0,-7.906949148E-3,-2.020721789E-3,-3.370886296E-2
1.514096875E0,-5.114359315E-3,-9.272509255E-3,-3.203479946E-2
1.524036875E0,2.848566044E-3,-1.886820607E-2,-3.738670424E-2
1.533975875E0,8.498728275E-3,-2.955014631E-2,-3.692171350E-2
1.543915875E0,1.507592108E-2,-4.928262904E-2,-3.248820081E-2
1.553854875E0,1.710631512E-2,-6.281627715E-2,-2.884899080E-2
1.563794875E0,2.366193570E-2,-7.509498298E-2,-3.118105605E-2
