"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537658486871E9,"2026-06-04 3:47:38.487 UTC+02:00"
"PAUSE",4.392848862500068E1,1.780537702415064E9,"2026-06-04 3:48:22.415 UTC+02:00"
