"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536018550910E9,"2026-06-04 3:20:18.551 UTC+02:00"
"PAUSE",4.504411279166743E1,1.780536063594715E9,"2026-06-04 3:21:03.595 UTC+02:00"
