"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780657959723349E9,"2026-06-05 1:12:39.723 UTC+02:00"
"PAUSE",4.347100904167746E1,1.780658003194315E9,"2026-06-05 1:13:23.194 UTC+02:00"
