"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.212100800E-2,-1.754879951E-2,7.604312897E-2,-5.004215240E-2
2.011701600E-2,-1.014003754E-1,2.133941650E-2,5.201196671E-2
2.811240800E-2,-8.226537704E-2,-4.614830017E-3,9.544467926E-2
3.610787600E-2,1.193654537E-2,-2.703094482E-2,3.769636154E-2
4.410380700E-2,6.307780743E-2,-2.790164948E-2,-5.692958832E-3
5.209835300E-2,9.355974197E-2,-3.602218628E-2,2.510118484E-2
6.012543800E-2,8.244800568E-2,-4.646205902E-2,3.292083740E-3
6.812106000E-2,1.149010658E-2,-2.098464966E-2,2.459287643E-2
7.611591400E-2,-5.253100395E-2,1.838111877E-2,3.775262833E-2
8.411222900E-2,-6.787693501E-2,5.596065521E-2,3.995800018E-2
9.210731300E-2,-3.182196617E-2,5.169200897E-2,5.183362961E-2
1.001038590E-1,-3.805875778E-3,1.760196686E-2,2.999496460E-2
1.080984050E-1,-2.117812634E-2,2.031993866E-2,-1.240110397E-2
1.160941050E-1,-4.013657570E-3,3.731727600E-3,-2.103233337E-2
1.241208810E-1,-4.416704178E-3,3.812789917E-3,-6.543207169E-2
1.321162730E-1,6.299090385E-2,-7.207870483E-3,-7.079172134E-2
1.401125120E-1,1.126362085E-1,-8.514404297E-3,-8.338117599E-2
1.481079040E-1,1.785496473E-1,-9.087753296E-2,-5.192136765E-2
1.561027580E-1,1.945132017E-1,-8.197402954E-2,-7.177972794E-2
1.640990720E-1,1.970038414E-1,-9.880161285E-2,-3.465986252E-2
1.720938500E-1,1.764373779E-1,-1.282567978E-1,-3.185415268E-2
1.801209340E-1,1.373866796E-1,-1.708650589E-1,-8.472442627E-3
1.881153250E-1,1.104313135E-1,-1.628675461E-1,-2.222061157E-3
1.961114100E-1,3.618538380E-2,-1.874332428E-1,2.469015121E-2
2.041074170E-1,-8.163213730E-3,-1.678676605E-1,4.244613647E-2
2.121028100E-1,-7.088828087E-2,-1.279745102E-1,2.789115906E-2
2.200987400E-1,-1.123392582E-1,-8.097076416E-2,6.781101227E-3
2.281249790E-1,-1.468389034E-1,-4.210472107E-2,-3.915405273E-2
2.361197550E-1,-1.167112589E-1,-2.930259705E-2,-2.907037735E-2
2.441159930E-1,-7.343673706E-2,-2.340412140E-2,-3.631877899E-2
2.521116930E-1,-2.910459042E-2,-4.798889160E-3,-5.017662048E-2
2.601073920E-1,1.334893703E-2,1.801490784E-3,-7.119655609E-2
2.681019390E-1,5.444657803E-2,6.153202057E-2,-8.309888840E-2
2.760970230E-1,5.252528191E-2,8.486366272E-2,-9.681844711E-2
2.841247220E-1,1.709508896E-2,1.043767929E-1,-6.578397751E-2
2.921197300E-1,-4.061543941E-2,8.114147186E-2,-6.115913391E-2
3.001170450E-1,-7.300353050E-2,5.822467804E-2,-2.063512802E-2
3.081112070E-1,-1.720898151E-1,7.144451141E-2,1.293611526E-2
3.161065980E-1,-2.234250307E-1,6.090641022E-2,-3.437519073E-3
3.241025290E-1,-2.920540571E-1,7.446861267E-2,-2.175426483E-2
3.320983060E-1,-3.302615881E-1,7.634639740E-2,-2.977943420E-2
3.401253900E-1,-4.022377729E-1,7.864475250E-2,-6.339502335E-2
3.481200900E-1,-4.760037661E-1,9.831237793E-2,-9.867143631E-2
3.561148660E-1,-4.676302671E-1,9.000587463E-2,-1.426134109E-1
3.641114900E-1,-4.702254534E-1,9.228992462E-2,-1.901297569E-1
3.721066510E-1,-4.508680105E-1,1.219277382E-1,-2.337989807E-1
3.801026590E-1,-4.386606216E-1,1.286945343E-1,-2.973346710E-1
3.880980500E-1,-4.768053293E-1,1.824979782E-1,-4.038863182E-1
3.961241340E-1,-4.980126619E-1,2.018504143E-1,-3.070592880E-1
4.041192960E-1,-5.012537241E-1,2.223052979E-1,-3.516564369E-1
4.121155340E-1,-5.353553295E-1,2.439570427E-1,-3.695631027E-1
4.201121570E-1,-5.649820566E-1,2.690281868E-1,-3.488335609E-1
4.281060870E-1,-6.195306778E-1,2.591915131E-1,-3.179335594E-1
4.361011710E-1,-6.390922070E-1,1.714019775E-1,3.433489799E-1
4.440984100E-1,-4.752289057E-1,4.358482361E-2,-1.843056679E-1
4.521239550E-1,-3.165072203E-1,-4.165458679E-2,-3.524971008E-1
4.601208870E-1,-1.881549358E-1,-9.476661682E-3,-4.359626770E-1
4.681155860E-1,-6.236112118E-2,1.874351501E-2,-6.208062172E-1
4.761109790E-1,-3.037786484E-2,6.740379333E-2,-6.916208267E-1
4.841067550E-1,4.109358788E-2,4.354953766E-2,-7.201809883E-1
4.921012230E-1,3.450632095E-2,7.106971741E-2,-7.002205849E-1
