"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.971539000E-3,2.094926596E0,-7.943961143E0,5.181052685E0
6.017925000E-3,2.025494576E0,-7.941566944E0,5.185841084E0
8.122619000E-3,1.958456993E0,-7.931990147E0,5.202600479E0
1.010654400E-2,1.920149803E0,-7.939172745E0,5.216965675E0
1.212100800E-2,1.838746905E0,-7.967903137E0,5.243301868E0
1.410447200E-2,1.783680320E0,-7.970297337E0,5.288791656E0
1.611893500E-2,1.754949808E0,-7.975085735E0,5.315127850E0
1.810232200E-2,1.733402014E0,-7.999027729E0,5.346252441E0
2.011701600E-2,1.740584612E0,-8.020575523E0,5.353435040E0
2.210040200E-2,1.738190413E0,-8.022970200E0,5.360617638E0
2.411948100E-2,1.738190413E0,-8.042123795E0,5.367800236E0
2.609732900E-2,1.745373011E0,-8.037335396E0,5.396530628E0
2.811240800E-2,1.745373011E0,-8.042123795E0,5.408501625E0
3.009556300E-2,1.769315004E0,-8.058882713E0,5.391742229E0
3.211025800E-2,1.810016513E0,-8.066065788E0,5.386953831E0
3.412441400E-2,1.826775908E0,-8.066065788E0,5.372588634E0
3.610787600E-2,1.845929503E0,-8.066065788E0,5.346252441E0
3.812172400E-2,1.853112102E0,-8.073247910E0,5.334281445E0
4.010634200E-2,1.891419291E0,-8.063671112E0,5.322310448E0
4.211957500E-2,1.893813491E0,-8.058882713E0,5.307945251E0
4.410380700E-2,1.903390408E0,-8.068459511E0,5.298368454E0
4.611765500E-2,1.910573006E0,-8.073247910E0,5.293580055E0
4.810073400E-2,1.912967205E0,-8.046912193E0,5.305551052E0
5.011496600E-2,1.922544003E0,-8.046912193E0,5.310339451E0
5.209835300E-2,1.944091797E0,-8.070854187E0,5.334281445E0
5.411281600E-2,1.951274395E0,-8.058882713E0,5.336675644E0
5.609620300E-2,1.946485996E0,-8.058882713E0,5.322310448E0
5.811035900E-2,1.936909199E0,-8.063671112E0,5.322310448E0
6.012543800E-2,1.939303398E0,-8.082824707E0,5.307945251E0
6.210844000E-2,1.927332401E0,-8.073247910E0,5.303156853E0
6.412197900E-2,1.917755604E0,-8.056488991E0,5.305551052E0
6.610698100E-2,1.881842494E0,-8.054094315E0,5.327098846E0
6.812106000E-2,1.874659896E0,-8.058882713E0,5.324704647E0
7.010352400E-2,1.843535304E0,-8.030152321E0,5.343858242E0
7.211829500E-2,1.833958507E0,-8.032546997E0,5.360617638E0
7.410206600E-2,1.805228114E0,-8.022970200E0,5.367800236E0
7.611591400E-2,1.802833915E0,-8.015787125E0,5.346252441E0
7.809899200E-2,1.790862918E0,-7.989450932E0,5.343858242E0
8.011491700E-2,1.778891921E0,-7.967903137E0,5.348646641E0
8.209738100E-2,1.764526606E0,-7.972691536E0,5.353435040E0
8.411222900E-2,1.776497602E0,-7.972691536E0,5.360617638E0
8.609615400E-2,1.783680320E0,-7.972691536E0,5.367800236E0
8.811000200E-2,1.810016513E0,-7.967903137E0,5.372588634E0
9.012415800E-2,1.810016513E0,-7.960720539E0,5.365406036E0
9.210731300E-2,1.810016513E0,-7.977479935E0,5.372588634E0
9.412146900E-2,1.800439715E0,-7.979874134E0,5.372588634E0
9.610477800E-2,1.807622313E0,-7.972691536E0,5.379771233E0
9.811901100E-2,1.831564307E0,-7.989450932E0,5.382165432E0
1.001038590E-1,1.836352706E0,-8.003816605E0,5.363011837E0
1.021170920E-1,1.857900500E0,-8.008605003E0,5.353435040E0
1.041017850E-1,1.845929503E0,-7.994239330E0,5.343858242E0
1.061140180E-1,1.841141105E0,-7.987056732E0,5.339069843E0
1.080984050E-1,1.819593310E0,-8.001421928E0,5.319916248E0
1.101125610E-1,1.836352706E0,-8.018181801E0,5.317522049E0
1.120967940E-1,1.833958507E0,-8.015787125E0,5.317522049E0
1.141109490E-1,1.821987510E0,-8.018181801E0,5.327098846E0
1.160941050E-1,1.838746905E0,-8.018181801E0,5.310339451E0
1.181082600E-1,1.848323703E0,-8.008605003E0,5.300762653E0
1.201235700E-1,1.833958507E0,-8.015787125E0,5.269638062E0
1.221061100E-1,1.826775908E0,-8.015787125E0,5.262455463E0
1.241208810E-1,1.841141105E0,-8.018181801E0,5.264849663E0
1.261033450E-1,1.853112102E0,-8.018181801E0,5.248090267E0
1.281180390E-1,1.874659896E0,-8.039729118E0,5.240907669E0
1.301021180E-1,1.884236693E0,-8.032546997E0,5.245696068E0
1.321162730E-1,1.912967205E0,-8.037335396E0,5.245696068E0
1.341005830E-1,1.927332401E0,-8.046912193E0,5.236119270E0
1.361137390E-1,1.953668594E0,-8.051700592E0,5.231330872E0
1.380972020E-1,1.977610588E0,-8.039729118E0,5.219359875E0
1.401125120E-1,1.980004787E0,-8.042123795E0,5.221754074E0
1.420950520E-1,2.011129379E0,-8.080430984E0,5.221754074E0
1.441092080E-1,2.042253971E0,-8.090007782E0,5.216965675E0
1.461239020E-1,2.051830769E0,-8.097189903E0,5.221754074E0
1.481079040E-1,2.070984364E0,-8.128314972E0,5.238513470E0
1.501208290E-1,2.094926596E0,-8.123526573E0,5.228936672E0
1.521055230E-1,2.104503393E0,-8.121131897E0,5.216965675E0
1.541186790E-1,2.109291792E0,-8.137891769E0,5.195417881E0
1.561027580E-1,2.114080191E0,-8.123526573E0,5.202600479E0
1.581169140E-1,2.109291792E0,-8.125920296E0,5.200206280E0
1.601017610E-1,2.140416384E0,-8.137891769E0,5.226542473E0
1.621156090E-1,2.138022184E0,-8.137891769E0,5.231330872E0
1.640990720E-1,2.142810583E0,-8.142680168E0,5.226542473E0
1.661126130E-1,2.140416384E0,-8.154650688E0,5.209783077E0
1.680956920E-1,2.145204782E0,-8.157045364E0,5.212177277E0
1.701106940E-1,2.149993181E0,-8.171410561E0,5.209783077E0
1.720938500E-1,2.145204782E0,-8.176198959E0,5.214571476E0
1.741082350E-1,2.140416384E0,-8.185775757E0,5.219359875E0
1.761218530E-1,2.121262789E0,-8.207323074E0,5.231330872E0
1.781064700E-1,2.128445387E0,-8.214506149E0,5.226542473E0
1.801209340E-1,2.121262789E0,-8.224082947E0,5.224148273E0
1.821039360E-1,2.121262789E0,-8.224082947E0,5.216965675E0
1.841172450E-1,2.121262789E0,-8.212111473E0,5.212177277E0
1.861021700E-1,2.114080191E0,-8.214506149E0,5.214571476E0
1.881153250E-1,2.106897593E0,-8.221688271E0,5.216965675E0
1.900990200E-1,2.090138197E0,-8.231265068E0,5.228936672E0
1.921131750E-1,2.075772762E0,-8.238448143E0,5.238513470E0
1.940969470E-1,2.056619167E0,-8.240841866E0,5.231330872E0
1.961114100E-1,2.032677174E0,-8.252813339E0,5.233725071E0
1.980951040E-1,2.025494576E0,-8.257601738E0,5.240907669E0
2.001101830E-1,2.001552582E0,-8.255207062E0,5.245696068E0
2.021236460E-1,1.989581585E0,-8.255207062E0,5.245696068E0
2.041074170E-1,1.982398987E0,-8.238448143E0,5.245696068E0
2.061211880E-1,1.958456993E0,-8.231265068E0,5.255272865E0
2.081045750E-1,1.958456993E0,-8.228871346E0,5.248090267E0
2.101188080E-1,1.941697598E0,-8.209717751E0,5.252878666E0
2.121028100E-1,1.905784607E0,-8.204929352E0,5.226542473E0
2.141169660E-1,1.896207690E0,-8.190564156E0,5.219359875E0
2.161000440E-1,1.884236693E0,-8.178592682E0,5.224148273E0
2.181138150E-1,1.857900500E0,-8.157045364E0,5.214571476E0
2.200987400E-1,1.845929503E0,-8.164227486E0,5.202600479E0
2.221117420E-1,1.824381709E0,-8.149862289E0,5.181052685E0
2.240950520E-1,1.798045516E0,-8.135497093E0,5.171475887E0
2.261105150E-1,1.805228114E0,-8.121131897E0,5.164293289E0
2.281249790E-1,1.790862918E0,-8.133103371E0,5.152322292E0
2.301070570E-1,1.783680320E0,-8.128314972E0,5.164293289E0
2.321224430E-1,1.783680320E0,-8.137891769E0,5.166687489E0
2.341058300E-1,1.805228114E0,-8.125920296E0,5.161899090E0
2.361197550E-1,1.805228114E0,-8.125920296E0,5.159504890E0
2.381034490E-1,1.821987510E0,-8.125920296E0,5.140350819E0
2.401187590E-1,1.810016513E0,-8.125920296E0,5.145139217E0
2.421015290E-1,1.819593310E0,-8.128314972E0,5.147533417E0
2.441159930E-1,1.836352706E0,-8.125920296E0,5.147533417E0
2.460993790E-1,1.836352706E0,-8.118738174E0,5.149928093E0
2.481132280E-1,1.833958507E0,-8.109161377E0,5.147533417E0
2.500966910E-1,1.855506301E0,-8.109161377E0,5.154716492E0
2.521116930E-1,1.877054095E0,-8.111555099E0,5.128379822E0
2.540944640E-1,1.869871497E0,-8.113949776E0,5.116408825E0
2.561093110E-1,1.893813491E0,-8.118738174E0,5.102043629E0
2.581228520E-1,1.915361404E0,-8.104372978E0,5.097255230E0
2.601073920E-1,1.922544003E0,-8.109161377E0,5.099649429E0
2.621216250E-1,1.941697598E0,-8.090007782E0,5.099649429E0
2.641034730E-1,1.939303398E0,-8.075642586E0,5.097255230E0
2.661178600E-1,1.948880196E0,-8.061277390E0,5.097255230E0
2.681019390E-1,1.968033791E0,-8.046912193E0,5.090072632E0
2.701167090E-1,1.980004787E0,-8.044517517E0,5.082890034E0
2.721003270E-1,1.982398987E0,-8.025363922E0,5.078101635E0
2.741147900E-1,1.987187386E0,-8.032546997E0,5.061342239E0
2.760970230E-1,1.982398987E0,-8.027758598E0,5.063736439E0
2.781117940E-1,1.975216389E0,-8.030152321E0,5.075707436E0
2.800963350E-1,1.960851192E0,-8.015787125E0,5.087678432E0
2.821098750E-1,1.953668594E0,-8.010998726E0,5.092466831E0
2.841247220E-1,1.948880196E0,-8.006210327E0,5.097255230E0
2.861074160E-1,1.934514999E0,-8.018181801E0,5.099649429E0
2.881216490E-1,1.939303398E0,-8.022970200E0,5.099649429E0
2.901055740E-1,1.922544003E0,-8.027758598E0,5.109226227E0
2.921197300E-1,1.891419291E0,-8.027758598E0,5.104437828E0
2.941035010E-1,1.891419291E0,-8.030152321E0,5.118803024E0
2.961170420E-1,1.877054095E0,-8.039729118E0,5.118803024E0
2.981013510E-1,1.862688899E0,-8.039729118E0,5.121197224E0
3.001170450E-1,1.857900500E0,-8.049305916E0,5.147533417E0
3.020988930E-1,1.829170108E0,-8.044517517E0,5.171475887E0
3.041127410E-1,1.802833915E0,-8.049305916E0,5.183446884E0
3.060976660E-1,1.786074519E0,-8.056488991E0,5.197812080E0
3.081112070E-1,1.757344007E0,-8.034940720E0,5.183446884E0
3.100939780E-1,1.742978811E0,-8.037335396E0,5.183446884E0
3.121089790E-1,1.721431017E0,-8.049305916E0,5.181052685E0
3.141229040E-1,1.704671621E0,-8.051700592E0,5.178658485E0
3.161065980E-1,1.704671621E0,-8.044517517E0,5.169081688E0
3.181210620E-1,1.687912226E0,-8.037335396E0,5.166687489E0
3.201059100E-1,1.656787634E0,-8.049305916E0,5.157110691E0
3.221189120E-1,1.647210717E0,-8.046912193E0,5.154716492E0
3.241025290E-1,1.635239720E0,-8.030152321E0,5.152322292E0
3.261163770E-1,1.630451322E0,-8.027758598E0,5.154716492E0
3.280994560E-1,1.625662923E0,-8.025363922E0,5.147533417E0
3.301139190E-1,1.601720929E0,-8.030152321E0,5.154716492E0
3.320983060E-1,1.596932530E0,-8.027758598E0,5.145139217E0
3.341124620E-1,1.572990537E0,-8.008605003E0,5.130774021E0
3.360961560E-1,1.546654344E0,-8.013393402E0,5.125985622E0
3.381099270E-1,1.544260144E0,-8.018181801E0,5.123591423E0
3.401253900E-1,1.525106430E0,-8.025363922E0,5.111620426E0
3.421075460E-1,1.496376038E0,-8.015787125E0,5.109226227E0
3.441213170E-1,1.482010841E0,-8.015787125E0,5.106832027E0
3.461050110E-1,1.460463047E0,-8.010998726E0,5.094861031E0
3.481200900E-1,1.450886250E0,-8.006210327E0,5.075707436E0
3.501034770E-1,1.458068848E0,-8.006210327E0,5.080495834E0
3.521170940E-1,1.446097851E0,-8.020575523E0,5.058948040E0
3.541010180E-1,1.462857246E0,-8.020575523E0,5.039794445E0
3.561148660E-1,1.458068848E0,-8.015787125E0,5.030217648E0
3.580989450E-1,1.460463047E0,-8.001421928E0,4.999093056E0
3.601136390E-1,1.450886250E0,-8.015787125E0,4.987122059E0
3.620961800E-1,1.450886250E0,-8.018181801E0,4.987122059E0
3.641114900E-1,1.453280449E0,-8.015787125E0,4.979939461E0
3.660945690E-1,1.467645645E0,-8.015787125E0,4.960785866E0
3.681084160E-1,1.498770237E0,-8.006210327E0,4.953603268E0
3.701225720E-1,1.477222443E0,-7.996633530E0,4.941632271E0
3.721066510E-1,1.470039845E0,-7.989450932E0,4.932055473E0
3.741208060E-1,1.465251446E0,-7.982268333E0,4.920084476E0
3.761035780E-1,1.472434044E0,-7.994239330E0,4.903325081E0
3.781186570E-1,1.479616642E0,-7.987056732E0,4.888959885E0
3.801026590E-1,1.479616642E0,-7.987056732E0,4.862623692E0
3.821161210E-1,1.465251446E0,-7.984662533E0,4.826710701E0
3.840989690E-1,1.455674648E0,-7.977479935E0,4.805162907E0
3.861149710E-1,1.455674648E0,-7.953537941E0,4.750096321E0
3.880980500E-1,1.438915253E0,-7.939172745E0,4.747702122E0
3.901109750E-1,1.441309452E0,-7.927201748E0,4.774038315E0
3.920959000E-1,1.426944256E0,-7.912836552E0,4.819528103E0
3.941097480E-1,1.431732655E0,-7.924807549E0,4.836287498E0
3.961241340E-1,1.414973259E0,-7.927201748E0,4.833893299E0
3.981072900E-1,1.419761658E0,-7.912836552E0,4.821922302E0
4.001222920E-1,1.422155857E0,-7.920019150E0,4.814739704E0
4.021054480E-1,1.410184860E0,-7.912836552E0,4.790797710E0
4.041192960E-1,1.410184860E0,-7.915230751E0,4.776432514E0
4.061032980E-1,1.400607944E0,-7.900865555E0,4.769249916E0
4.081167620E-1,1.386242747E0,-7.896077156E0,4.745307922E0
4.101008390E-1,1.376665950E0,-7.898471355E0,4.742913723E0
4.121155340E-1,1.376665950E0,-7.903259754E0,4.742913723E0
4.140993050E-1,1.371877551E0,-7.893682957E0,4.750096321E0
4.161130760E-1,1.357512355E0,-7.893682957E0,4.754884720E0
4.180965400E-1,1.352723956E0,-7.888894558E0,4.750096321E0
4.201121570E-1,1.350329757E0,-7.888894558E0,4.745307922E0
4.220943120E-1,1.321599364E0,-7.910442352E0,4.747702122E0
4.241051600E-1,1.314416766E0,-7.922413349E0,4.747702122E0
4.261217780E-1,1.312022567E0,-7.920019150E0,4.733336926E0
4.281060870E-1,1.302445769E0,-7.910442352E0,4.754884720E0
4.301201660E-1,1.261744261E0,-7.920019150E0,4.888959885E0
4.321036300E-1,1.252167463E0,-7.948749542E0,5.161899090E0
4.341183240E-1,1.264138460E0,-7.963114738E0,5.284003258E0
4.361011710E-1,1.290474772E0,-8.008605003E0,5.396530628E0
4.381158660E-1,1.321599364E0,-8.063671112E0,5.293580055E0
4.401010980E-1,1.347935557E0,-8.085219383E0,5.188235283E0
4.421140230E-1,1.424550056E0,-8.121131897E0,4.977545261E0
4.440984100E-1,1.465251446E0,-8.145073891E0,4.850652695E0
4.461115660E-1,1.496376038E0,-8.166622162E0,4.807557106E0
4.480947220E-1,1.561019540E0,-8.202534676E0,4.721365929E0
4.501091840E-1,1.620874524E0,-8.233659744E0,4.680664539E0
4.521239550E-1,1.637633920E0,-8.238448143E0,4.663905144E0
4.541070340E-1,1.683123827E0,-8.252813339E0,4.627991676E0
4.561211130E-1,1.726219416E0,-8.238448143E0,4.608838081E0
4.581048850E-1,1.742978811E0,-8.228871346E0,4.601655483E0
4.601208870E-1,1.781286120E0,-8.214506149E0,4.560954094E0
4.621029660E-1,1.802833915E0,-8.214506149E0,4.532223701E0
4.641161970E-1,1.855506301E0,-8.212111473E0,4.448426723E0
4.661008150E-1,1.898601890E0,-8.197746277E0,4.378994942E0
4.681155860E-1,1.922544003E0,-8.195352554E0,4.355052948E0
4.700978190E-1,1.944091797E0,-8.195352554E0,4.338293552E0
4.721128210E-1,1.970427990E0,-8.173804283E0,4.311957359E0
4.740962840E-1,1.960851192E0,-8.157045364E0,4.295197964E0
4.761109790E-1,1.968033791E0,-8.157045364E0,4.261679173E0
4.780943640E-1,1.977610588E0,-8.147468567E0,4.235342979E0
4.801091350E-1,1.984793186E0,-8.147468567E0,4.218583584E0
4.821221370E-1,2.027888775E0,-8.164227486E0,4.201824188E0
4.841067550E-1,2.049436569E0,-8.192957878E0,4.209006786E0
4.861196800E-1,2.063801765E0,-8.185775757E0,4.209006786E0
4.881036820E-1,2.078166962E0,-8.176198959E0,4.211400986E0
4.901178380E-1,2.059013367E0,-8.176198959E0,4.201824188E0
4.921012230E-1,2.049436569E0,-8.178592682E0,4.204218388E0
4.941166100E-1,2.027888775E0,-8.178592682E0,4.197035789E0
4.960996120E-1,2.018311977E0,-8.183381081E0,4.189853191E0
4.981140760E-1,1.989581585E0,-8.188169479E0,4.156333923E0
5.000977700E-1,1.953668594E0,-8.180987358E0,4.144362926E0
5.021119260E-1,1.946485996E0,-8.183381081E0,4.132391930E0
5.040943890E-1,1.922544003E0,-8.188169479E0,4.106055737E0
5.061086210E-1,1.896207690E0,-8.178592682E0,4.106055737E0
5.081233920E-1,1.884236693E0,-8.166622162E0,4.106055737E0
5.101070870E-1,1.865083098E0,-8.164227486E0,4.113238335E0
5.121212420E-1,1.800439715E0,-8.154650688E0,4.108449936E0
5.141049370E-1,1.781286120E0,-8.133103371E0,4.115632534E0
5.161190160E-1,1.719036818E0,-8.130708694E0,4.106055737E0
5.181027870E-1,1.663970232E0,-8.118738174E0,4.098873138E0
5.201177880E-1,1.635239720E0,-8.097189903E0,4.113238335E0
5.221006360E-1,1.565807939E0,-8.058882713E0,4.113238335E0
5.241154070E-1,1.544260144E0,-8.063671112E0,4.125209332E0
5.260975630E-1,1.496376038E0,-8.068459511E0,4.137180328E0
5.281122570E-1,1.441309452E0,-8.063671112E0,4.132391930E0
5.300956440E-1,1.412579060E0,-8.056488991E0,4.134786129E0
5.321101850E-1,1.369483352E0,-8.027758598E0,4.149151325E0
5.341246470E-1,1.335964561E0,-8.039729118E0,4.180276394E0
5.361077260E-1,1.314416766E0,-8.046912193E0,4.204218388E0
5.381214970E-1,1.290474772E0,-8.044517517E0,4.252102375E0
5.401061150E-1,1.273715258E0,-8.054094315E0,4.314351559E0
5.421197320E-1,1.280897856E0,-8.068459511E0,4.345476151E0
5.441027340E-1,1.285686255E0,-8.094796181E0,4.402936935E0
5.461185050E-1,1.290474772E0,-8.116343498E0,4.462791920E0
5.481021220E-1,1.295263171E0,-8.137891769E0,4.484339714E0
5.501148160E-1,1.340752959E0,-8.157045364E0,4.505887508E0
5.520984330E-1,1.386242747E0,-8.180987358E0,4.541800499E0
5.541135890E-1,1.419761658E0,-8.192957878E0,4.582501888E0
5.560975140E-1,1.460463047E0,-8.221688271E0,4.637568474E0
5.581110550E-1,1.472434044E0,-8.257601738E0,4.651933670E0
5.600957480E-1,1.541865945E0,-8.269572258E0,4.637568474E0
5.621089810E-1,1.613691926E0,-8.298302650E0,4.592078686E0
5.641231370E-1,1.649604917E0,-8.298302650E0,4.548983097E0
5.661074460E-1,1.726219416E0,-8.300697327E0,4.477157116E0
5.681206790E-1,1.800439715E0,-8.322244644E0,4.429273129E0
5.701043730E-1,1.829170108E0,-8.319850922E0,4.422090530E0
5.721184520E-1,1.893813491E0,-8.317456245E0,4.383783340E0
5.741025300E-1,1.960851192E0,-8.288725853E0,4.352658749E0
5.761160710E-1,1.982398987E0,-8.281543732E0,4.338293552E0
5.780999960E-1,2.032677174E0,-8.274360657E0,4.316745758E0
5.801154590E-1,2.094926596E0,-8.243236542E0,4.307168961E0
5.820982310E-1,2.128445387E0,-8.252813339E0,4.309563160E0
5.841120020E-1,2.185906172E0,-8.243236542E0,4.309563160E0
5.860948500E-1,2.217030764E0,-8.221688271E0,4.297592163E0
5.881099280E-1,2.274491549E0,-8.207323074E0,4.297592163E0
5.901236990E-1,2.324769735E0,-8.207323074E0,4.278438568E0
5.921083940E-1,2.363077164E0,-8.207323074E0,4.273650169E0
5.941221650E-1,2.406172752E0,-8.195352554E0,4.235342979E0
5.961055510E-1,2.454056740E0,-8.197746277E0,4.201824188E0
5.981197840E-1,2.470816135E0,-8.200140953E0,4.182670593E0
6.001043250E-1,2.497152328E0,-8.204929352E0,4.163516521E0
