"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537988024444E9,"2026-06-04 3:53:08.024 UTC+02:00"
"PAUSE",3.630949895833328E1,1.780538024344514E9,"2026-06-04 3:53:44.345 UTC+02:00"
