"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780664929256172E9,"2026-06-05 3:08:49.256 UTC+02:00"
"PAUSE",4.244790333334822E1,1.780664971705348E9,"2026-06-05 3:09:31.705 UTC+02:00"
