"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.123968000E-3,4.218583584E0,-8.762778282E0,3.165134668E0
8.168659000E-3,4.206612587E0,-8.753201485E0,3.172317266E0
1.027450300E-2,4.177882195E0,-8.736441612E0,3.201047659E0
1.225819300E-2,4.149151325E0,-8.712499619E0,3.232172251E0
1.427173000E-2,4.141968727E0,-8.707711220E0,3.236960649E0
1.625511300E-2,4.118026733E0,-8.700529099E0,3.241749048E0
1.826957300E-2,4.110844135E0,-8.681375504E0,3.246537447E0
2.025480100E-2,4.103661537E0,-8.671798706E0,3.244143248E0
2.226795300E-2,4.077325344E0,-8.681375504E0,3.239354849E0
2.425141400E-2,4.046200752E0,-8.662221909E0,3.244143248E0
2.626302700E-2,4.036623955E0,-8.659827232E0,3.246537447E0
2.824802500E-2,3.998316765E0,-8.664615631E0,3.246537447E0
3.026371600E-2,3.964797974E0,-8.655038834E0,3.251325846E0
3.224740700E-2,3.950432777E0,-8.652645111E0,3.263296843E0
3.426086600E-2,3.931279182E0,-8.640673637E0,3.258508444E0
3.627563400E-2,3.940855980E0,-8.614337921E0,3.253720045E0
3.825901600E-2,3.931279182E0,-8.607154846E0,3.236960649E0
4.027440000E-2,3.902548790E0,-8.576030731E0,3.224989653E0
4.225685900E-2,3.885789394E0,-8.573636055E0,3.215412855E0
4.427139600E-2,3.878606796E0,-8.540117264E0,3.213018656E0
4.625470300E-2,3.881000996E0,-8.523358345E0,3.198653460E0
4.826854700E-2,3.876212597E0,-8.511386871E0,3.184288263E0
5.025231400E-2,3.849876404E0,-8.513781548E0,3.155557871E0
5.226615800E-2,3.837905407E0,-8.513781548E0,3.143586874E0
5.425038800E-2,3.821146011E0,-8.516175270E0,3.138798475E0
5.626423200E-2,3.818751812E0,-8.501810074E0,3.134010077E0
5.824792200E-2,3.821146011E0,-8.499416351E0,3.134010077E0
6.026238200E-2,3.821146011E0,-8.485051155E0,3.134010077E0
6.227599600E-2,3.811569214E0,-8.458714485E0,3.122039080E0
6.425930200E-2,3.806780815E0,-8.453926086E0,3.107673883E0
6.627345400E-2,3.816357613E0,-8.456320763E0,3.107673883E0
6.825814400E-2,3.816357613E0,-8.456320763E0,3.114856482E0
7.027137400E-2,3.823540211E0,-8.441955566E0,3.088520288E0
7.225437200E-2,3.823540211E0,-8.427590370E0,3.062183857E0
7.426944700E-2,3.816357613E0,-8.408436775E0,3.016694069E0
7.625290600E-2,3.813963413E0,-8.410830498E0,3.002328873E0
7.826767500E-2,3.785232782E0,-8.398859978E0,2.978386879E0
8.025198000E-2,3.763684988E0,-8.391676903E0,2.937685490E0
8.226574800E-2,3.754108191E0,-8.396465302E0,2.928108692E0
8.424828400E-2,3.727771997E0,-8.372523308E0,2.908955097E0
8.626336000E-2,3.734954596E0,-8.367734909E0,2.889801502E0
8.824728100E-2,3.737348795E0,-8.362946510E0,2.882618904E0
9.026058700E-2,3.730166197E0,-8.350975990E0,2.877830505E0
9.227473900E-2,3.751713991E0,-8.367734909E0,2.880224705E0
9.425866100E-2,3.758896589E0,-8.362946510E0,2.873042107E0
9.627319700E-2,3.790021181E0,-8.362946510E0,2.856282711E0
9.825627200E-2,3.828328609E0,-8.360552788E0,2.834734917E0
1.002713470E-1,3.837905407E0,-8.355764389E0,2.841917515E0
1.022540380E-1,3.821146011E0,-8.372523308E0,2.825158119E0
1.042682670E-1,3.825934410E0,-8.370129585E0,2.832340717E0
1.062512650E-1,3.828328609E0,-8.372523308E0,2.822763920E0
1.082658020E-1,3.842693806E0,-8.362946510E0,2.803610086E0
1.102497240E-1,3.830722809E0,-8.360552788E0,2.791639090E0
1.122635680E-1,3.785232782E0,-8.367734909E0,2.755726099E0
1.142475660E-1,3.758896589E0,-8.372523308E0,2.712630510E0
1.162617180E-1,3.756502390E0,-8.365341187E0,2.707842112E0
1.182758710E-1,3.758896589E0,-8.355764389E0,2.707842112E0
1.202608690E-1,3.725377798E0,-8.341399193E0,2.688688517E0
1.222740200E-1,3.720589399E0,-8.343792915E0,2.676717520E0
1.242567880E-1,3.689464808E0,-8.334216118E0,2.664746523E0
1.262721710E-1,3.663128614E0,-8.317456245E0,2.647987127E0
1.282553230E-1,3.665522814E0,-8.317456245E0,2.636016130E0
1.302694750E-1,3.655946016E0,-8.288725853E0,2.636016130E0
1.322533960E-1,3.627215624E0,-8.286332130E0,2.628833532E0
1.342667030E-1,3.627215624E0,-8.281543732E0,2.624045134E0
1.362515470E-1,3.586514235E0,-8.248024940E0,2.609679937E0
1.382656990E-1,3.564966440E0,-8.243236542E0,2.616862535E0
1.402494660E-1,3.548206806E0,-8.238448143E0,2.628833532E0
1.422626190E-1,3.521870613E0,-8.236053467E0,2.600103140E0
1.442456940E-1,3.512293816E0,-8.240841866E0,2.597708941E0
1.462593070E-1,3.478775024E0,-8.233659744E0,2.626439333E0
1.482749210E-1,3.426102638E0,-8.219294548E0,2.624045134E0
1.502586890E-1,3.399766445E0,-8.228871346E0,2.626439333E0
1.522721480E-1,3.373430252E0,-8.233659744E0,2.657563925E0
1.542565310E-1,3.366247654E0,-8.236053467E0,2.683900118E0
1.562700670E-1,3.361459255E0,-8.236053467E0,2.676717520E0
1.582540660E-1,3.361459255E0,-8.243236542E0,2.679111719E0
1.602684490E-1,3.325546265E0,-8.255207062E0,2.679111719E0
1.622518320E-1,3.311181068E0,-8.267178535E0,2.683900118E0
1.642654450E-1,3.294421434E0,-8.295908928E0,2.705447912E0
1.662496750E-1,3.294421434E0,-8.315062523E0,2.695871115E0
1.682635960E-1,3.311181068E0,-8.334216118E0,2.700659513E0
1.702475940E-1,3.320757866E0,-8.379706383E0,2.760514498E0
1.722605150E-1,3.339911461E0,-8.398859978E0,2.791639090E0
1.742752830E-1,3.359065056E0,-8.461109161E0,2.815581083E0
1.762592810E-1,3.406949043E0,-8.489839554E0,2.808398485E0
1.782730480E-1,3.428496838E0,-8.518569946E0,2.784456491E0
1.802583540E-1,3.488351822E0,-8.547300339E0,2.758120298E0
1.822705840E-1,3.524264812E0,-8.583212852E0,2.724601507E0
1.842546590E-1,3.545812607E0,-8.607154846E0,2.717418909E0
1.862650410E-1,3.603273630E0,-8.638279915E0,2.717418909E0
1.882518860E-1,3.617638826E0,-8.669404030E0,2.705447912E0
1.902666540E-1,3.634398222E0,-8.688557625E0,2.707842112E0
1.922505750E-1,3.679888010E0,-8.717288017E0,2.698265314E0
1.942644960E-1,3.715801001E0,-8.748413086E0,2.688688517E0
1.962481090E-1,3.720589399E0,-8.750806808E0,2.679111719E0
1.982622620E-1,3.742137194E0,-8.779537201E0,2.669534922E0
2.002767990E-1,3.766079187E0,-8.805873871E0,2.657563925E0
2.022598740E-1,3.780444384E0,-8.825027466E0,2.652775526E0
2.042745640E-1,3.768473387E0,-8.839392662E0,2.636016130E0
2.062586400E-1,3.780444384E0,-8.841787338E0,2.640804529E0
2.082727920E-1,3.775655985E0,-8.825027466E0,2.633621931E0
2.102552510E-1,3.744531393E0,-8.832210541E0,2.602497339E0
2.122697110E-1,3.725377798E0,-8.836998940E0,2.604891539E0
2.142530940E-1,3.696647406E0,-8.808267593E0,2.583343744E0
2.162677850E-1,3.641580820E0,-8.803479195E0,2.592920542E0
2.182506290E-1,3.620033026E0,-8.798690796E0,2.590526342E0
2.202666270E-1,3.560178041E0,-8.789113998E0,2.609679937E0
2.222487800E-1,3.500322819E0,-8.786720276E0,2.612074137E0
2.242634700E-1,3.485957623E0,-8.791508675E0,2.609679937E0
2.262459300E-1,3.459621429E0,-8.774748802E0,2.607285738E0
2.282616970E-1,3.409343243E0,-8.777143478E0,2.614468336E0
2.302757730E-1,3.392583847E0,-8.774748802E0,2.619256735E0
2.322586170E-1,3.354276657E0,-8.777143478E0,2.638410330E0
2.342736920E-1,3.337517262E0,-8.777143478E0,2.631227732E0
2.362566900E-1,3.294421434E0,-8.779537201E0,2.636016130E0
2.382709200E-1,3.260902643E0,-8.774748802E0,2.645592928E0
2.402554560E-1,3.241749048E0,-8.767566681E0,2.647987127E0
2.422678390E-1,3.208230257E0,-8.765172005E0,2.667140722E0
2.442512220E-1,3.174711466E0,-8.789113998E0,2.681505919E0
2.462675280E-1,3.148375273E0,-8.784325600E0,2.674323320E0
2.482502180E-1,3.117250681E0,-8.779537201E0,2.683900118E0
2.502635240E-1,3.074155092E0,-8.757989883E0,2.695871115E0
2.522480620E-1,3.064578056E0,-8.755595207E0,2.703053713E0
2.542622130E-1,3.052607059E0,-8.767566681E0,2.719813108E0
