"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.956249995E-3,1.218466187E-1,-1.282383270E0,9.606872406E0
1.189625001E-2,3.811074829E-1,-1.307980042E0,9.643995209E0
2.183625000E-2,4.575984192E-1,-1.284329224E0,9.708061981E0
3.177525001E-2,3.986210632E-1,-1.282233582E0,9.745783539E0
4.171525000E-2,3.088078308E-1,-1.277593231E0,9.774523773E0
5.165524999E-2,2.785707092E-1,-1.294957123E0,9.770781555E0
6.159525001E-2,2.803669739E-1,-1.295555878E0,9.745933228E0
7.153424999E-2,3.044668579E-1,-1.287322998E0,9.745933228E0
8.147425001E-2,3.017724609E-1,-1.270408173E0,9.728120270E0
9.141425000E-2,2.727328491E-1,-1.252894592E0,9.705068207E0
1.013532500E-1,2.478845215E-1,-1.258582764E0,9.701475677E0
1.112932500E-1,2.459385681E-1,-1.261726227E0,9.723030853E0
1.212332500E-1,2.484832764E-1,-1.270258484E0,9.723928986E0
1.311722500E-1,2.405497742E-1,-1.268761597E0,9.719737701E0
1.411122500E-1,2.115101624E-1,-1.286275177E0,9.736502838E0
1.510522500E-1,1.953437805E-1,-1.300046539E0,9.731263733E0
1.609912500E-1,1.929487610E-1,-1.310075684E0,9.723779297E0
1.709312500E-1,2.022294617E-1,-1.306183777E0,9.717192993E0
1.808712500E-1,1.959425354E-1,-1.304387512E0,9.694739685E0
1.908102500E-1,2.222877502E-1,-1.287921753E0,9.679621124E0
2.007502500E-1,2.297721863E-1,-1.277293854E0,9.697284393E0
2.106902500E-1,2.442919922E-1,-1.296753387E0,9.722881165E0
2.206292500E-1,2.291734314E-1,-1.321901093E0,9.750423889E0
2.305692500E-1,2.095642090E-1,-1.340312805E0,9.774224396E0
2.405092500E-1,2.013313293E-1,-1.334175568E0,9.765243073E0
2.504482500E-1,1.920506287E-1,-1.306333466E0,9.743238831E0
2.603882500E-1,2.168989563E-1,-1.271755371E0,9.714049530E0
2.703282500E-1,2.309696960E-1,-1.267115021E0,9.692793732E0
2.802682500E-1,2.300715637E-1,-1.260379028E0,9.692045288E0
2.902072500E-1,2.327659607E-1,-1.258882141E0,9.693392487E0
3.001472500E-1,2.260299683E-1,-1.283431091E0,9.704020386E0
3.100872500E-1,2.366578674E-1,-1.295406189E0,9.735305328E0
3.200262500E-1,2.345622253E-1,-1.303339691E0,9.726922760E0
3.299662500E-1,2.327659607E-1,-1.301543427E0,9.729168091E0
3.399062500E-1,2.332150269E-1,-1.288520508E0,9.724827118E0
3.498452500E-1,2.218386841E-1,-1.279539185E0,9.706714783E0
3.597852500E-1,2.383044434E-1,-1.286275177E0,9.707163849E0
3.697252500E-1,2.145039368E-1,-1.283431091E0,9.708511047E0
3.796642500E-1,1.926493835E-1,-1.285676422E0,9.711953888E0
3.896042500E-1,1.829196167E-1,-1.283580780E0,9.733059998E0
3.995442500E-1,1.877096558E-1,-1.283431091E0,9.736053772E0
4.094827500E-1,1.971400452E-1,-1.286125488E0,9.752369843E0
4.194227500E-1,2.077679443E-1,-1.293609924E0,9.754465485E0
4.293627500E-1,2.279759216E-1,-1.285077667E0,9.735305328E0
4.393017500E-1,2.293231201E-1,-1.277892609E0,9.737999725E0
4.492417500E-1,2.562670898E-1,-1.276545410E0,9.721683655E0
4.591817500E-1,2.827619934E-1,-1.264869690E0,9.697284393E0
4.691207500E-1,3.429368591E-1,-1.268761597E0,9.702074432E0
4.790607500E-1,4.686753845E-1,-1.301992493E0,9.729317780E0
4.890007500E-1,4.715194702E-1,-1.277293854E0,9.672286377E0
4.989407500E-1,2.377056885E-1,-1.233734436E0,9.682914276E0
5.088797500E-1,6.885681152E-2,-1.223405914E0,9.652228088E0
5.188197500E-1,1.197509766E-2,-1.220262451E0,9.673633575E0
5.287597500E-1,7.349716187E-2,-1.229094086E0,9.725874939E0
5.386987500E-1,1.688488770E-1,-1.233285370E0,9.769584045E0
5.486387500E-1,2.173480225E-1,-1.225651245E0,9.781708832E0
5.585787500E-1,1.974394226E-1,-1.218166809E0,9.763297119E0
5.685177500E-1,1.905537415E-1,-1.221609650E0,9.746382294E0
5.784577500E-1,1.963916016E-1,-1.250200195E0,9.736502838E0
5.883977500E-1,1.993853760E-1,-1.282383270E0,9.744286652E0
5.983367500E-1,2.239343262E-1,-1.301543427E0,9.742041321E0
6.082767500E-1,2.433938599E-1,-1.294358368E0,9.742490387E0
6.182167500E-1,2.438429260E-1,-1.300645294E0,9.732461243E0
6.281557500E-1,2.387535095E-1,-1.292562103E0,9.717342682E0
6.380957500E-1,2.149530029E-1,-1.307231598E0,9.719438324E0
6.480357500E-1,1.926493835E-1,-1.319655762E0,9.721533966E0
6.579747500E-1,1.784289551E-1,-1.329086151E0,9.709109802E0
6.679147500E-1,1.672023010E-1,-1.324445801E0,9.689650269E0
6.778547500E-1,1.868115234E-1,-1.288819885E0,9.684560852E0
6.877937500E-1,2.046244812E-1,-1.265468445E0,9.705367584E0
6.977337500E-1,2.273771667E-1,-1.254990234E0,9.711504822E0
7.076737500E-1,2.152523804E-1,-1.263223114E0,9.727072449E0
7.176137500E-1,1.995350647E-1,-1.270707550E0,9.737550659E0
7.275527500E-1,2.050735474E-1,-1.262025604E0,9.744885406E0
7.374927500E-1,2.103126526E-1,-1.260977783E0,9.741442566E0
7.474327500E-1,2.128573608E-1,-1.240919495E0,9.720785522E0
7.573717500E-1,2.028282166E-1,-1.236279144E0,9.722282410E0
7.673117500E-1,2.103126526E-1,-1.225651245E0,9.697733459E0
7.772517500E-1,2.146536255E-1,-1.228495331E0,9.708061981E0
7.871907500E-1,2.121089172E-1,-1.237177277E0,9.717492371E0
7.971307500E-1,1.984872437E-1,-1.240620117E0,9.726922760E0
8.070707500E-1,1.941462708E-1,-1.232836304E0,9.723629608E0
8.170097500E-1,1.862127686E-1,-1.236877899E0,9.726324005E0
8.269497500E-1,1.862127686E-1,-1.246308289E0,9.730515289E0
8.368897500E-1,1.936972046E-1,-1.236129456E0,9.722581787E0
8.468287500E-1,1.945953369E-1,-1.229243774E0,9.732760620E0
8.567687500E-1,2.095642090E-1,-1.235530701E0,9.741143188E0
8.667087500E-1,2.377056885E-1,-1.240919495E0,9.757908325E0
8.766477500E-1,2.564167786E-1,-1.259780273E0,9.772278442E0
8.865877500E-1,2.592608643E-1,-1.273252258E0,9.774673462E0
8.965277500E-1,2.484832764E-1,-1.280587006E0,9.757309570E0
9.064667500E-1,2.486329651E-1,-1.274599457E0,9.730515289E0
9.164067500E-1,2.477348328E-1,-1.282532959E0,9.699978790E0
9.263467500E-1,2.585124207E-1,-1.283880157E0,9.693542175E0
9.362857500E-1,2.598596191E-1,-1.271156616E0,9.653275909E0
9.462257500E-1,2.665956116E-1,-1.264420624E0,9.642648010E0
9.561657500E-1,3.047662354E-1,-1.244512024E0,9.641899567E0
