"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537769150331E9,"2026-06-04 3:49:29.150 UTC+02:00"
"PAUSE",3.932328870833408E1,1.780537808473355E9,"2026-06-04 3:50:08.473 UTC+02:00"
