"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.680622000E-3,6.991068721E-1,-2.463633537E0,9.471462250E0
7.562694000E-3,7.589619160E-1,-2.489969730E0,9.485827446E0
9.668311000E-3,8.403648138E-1,-2.549824715E0,9.514557838E0
1.165223600E-2,8.954314590E-1,-2.616862535E0,9.538499832E0
1.366577700E-2,9.026140571E-1,-2.652775526E0,9.543288231E0
1.564893400E-2,8.906430602E-1,-2.686294317E0,9.555258751E0
1.766309000E-2,8.331822157E-1,-2.724601507E0,9.574412346E0
1.965047600E-2,7.876923680E-1,-2.726995707E0,9.581595421E0
2.166270900E-2,6.727706790E-1,-2.736572504E0,9.610325813E0
2.364463400E-2,5.674257874E-1,-2.743755102E0,9.619902611E0
2.565963600E-2,5.027823448E-1,-2.736572504E0,9.631873131E0
2.764425400E-2,3.711012602E-1,-2.688688517E0,9.653421402E0
2.965725700E-2,2.298433632E-1,-2.662352324E0,9.677363396E0
3.164148900E-2,1.604115069E-1,-2.650381327E0,9.677363396E0
3.365541400E-2,5.027823523E-2,-2.626439333E0,9.679757118E0
3.566957000E-2,-4.309562966E-2,-2.609679937E0,9.679757118E0
3.765318800E-2,-7.900865376E-2,-2.614468336E0,9.677363396E0
3.966772800E-2,-1.221042871E-1,-2.600103140E0,9.670180321E0
4.165080800E-2,-1.412578970E-1,-2.592920542E0,9.655815125E0
4.366427200E-2,-1.699883193E-1,-2.616862535E0,9.651026726E0
4.564858100E-2,-1.675941199E-1,-2.624045134E0,9.648633003E0
4.766219900E-2,-1.723825186E-1,-2.621650934E0,9.639056206E0
4.964681600E-2,-1.747767180E-1,-2.612074137E0,9.624691010E0
5.166004900E-2,-1.436520964E-1,-2.633621931E0,9.600749016E0
5.364435900E-2,-1.364694983E-1,-2.626439333E0,9.593565941E0
5.565905400E-2,-1.292868853E-1,-2.607285738E0,9.581595421E0
5.764151700E-2,-1.101332754E-1,-2.580949545E0,9.574412346E0
5.965782700E-2,-1.029506698E-1,-2.568978310E0,9.562441826E0
6.163882900E-2,-9.337386489E-2,-2.540247917E0,9.548076630E0
6.365421600E-2,-6.464344263E-2,-2.501940727E0,9.528923035E0
6.566829500E-2,-5.985504389E-2,-2.485181332E0,9.519346237E0
6.765229700E-2,-4.070143029E-2,-2.449268341E0,9.519346237E0
6.966583800E-2,-2.873042040E-2,-2.420537949E0,9.512163162E0
7.164899400E-2,-2.394201607E-2,-2.396595955E0,9.504981041E0
7.366368800E-2,-7.182605099E-3,-2.367865562E0,9.478644371E0
7.564745900E-2,1.675941236E-2,-2.360682964E0,9.471462250E0
7.766061500E-2,4.548983276E-2,-2.336740971E0,9.473855972E0
7.964646300E-2,6.703764945E-2,-2.298433542E0,9.461885452E0
8.165908100E-2,7.900865376E-2,-2.288856745E0,9.445125580E0
8.364285300E-2,1.197100878E-1,-2.281674147E0,9.428366661E0
8.565724000E-2,1.460463107E-1,-2.262520552E0,9.425971985E0
