"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780417183123553E9,"2026-06-02 6:19:43.124 UTC+02:00"
"PAUSE",6.230989287499688E1,1.780417245434335E9,"2026-06-02 6:20:45.434 UTC+02:00"
