"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661223755861E9,"2026-06-05 2:07:03.756 UTC+02:00"
"PAUSE",4.341841687500710E1,1.780661267173892E9,"2026-06-05 2:07:47.174 UTC+02:00"
