"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.405208333E-3,4.109554365E-2,-6.078005582E-2,-9.099172056E-2
1.839920833E-2,4.182604700E-2,-7.829407603E-2,-9.738837183E-2
2.839420833E-2,4.589855671E-2,-5.761272460E-2,-9.294171631E-2
3.838820833E-2,4.703013599E-2,-2.417940274E-2,-8.471015096E-2
4.838320833E-2,4.507379606E-2,1.970919780E-3,-8.098396659E-2
5.837820833E-2,4.531827196E-2,1.477460004E-2,-7.914345711E-2
6.837220833E-2,4.923764616E-2,5.689491518E-3,-7.900923491E-2
7.836720833E-2,4.467139021E-2,-1.360804029E-2,-8.266974986E-2
8.836120833E-2,4.434354976E-2,-3.405386582E-2,-8.998368680E-2
9.835620833E-2,3.986650705E-2,-4.576138780E-2,-1.025847048E-1
1.083512083E-1,2.855687588E-2,-3.193281218E-2,-1.075059921E-1
1.183452083E-1,2.448410355E-2,-7.191779092E-3,-1.076343507E-1
1.283402083E-1,1.443919819E-2,2.316896245E-2,-1.142841280E-1
1.383342083E-1,1.046735980E-2,4.928551987E-2,-1.181513071E-1
1.483292083E-1,9.683053009E-3,7.525995374E-2,-1.240175813E-1
1.583242083E-1,4.864862189E-3,9.436919540E-2,-1.270330846E-1
1.683182083E-1,8.184490725E-3,1.041405722E-1,-1.317473799E-1
1.783132083E-1,7.751461118E-3,1.033834368E-1,-1.396979839E-1
1.883072083E-1,8.197010495E-3,9.748247266E-2,-1.490412056E-1
1.983022083E-1,1.529886201E-2,9.264963120E-2,-1.581550837E-1
2.082972083E-1,2.060467191E-2,8.182580769E-2,-1.682653427E-1
2.182912083E-1,2.421884611E-2,8.153285831E-2,-1.786023974E-1
2.282862083E-1,3.217823058E-2,8.559799939E-2,-1.887989789E-1
2.382802083E-1,3.949739411E-2,9.018050134E-2,-1.993147433E-1
2.482752083E-1,5.061848462E-2,9.942286462E-2,-2.117454708E-1
2.582702083E-1,5.637437478E-2,1.139299050E-1,-2.195506692E-1
2.682644583E-1,6.161495671E-2,1.287162453E-1,-2.276366651E-1
2.782594583E-1,6.776259840E-2,1.427780092E-1,-2.388360500E-1
2.882534583E-1,7.915640622E-2,1.527439654E-1,-2.459915429E-1
2.982484583E-1,7.992126793E-2,1.646056771E-1,-2.522392869E-1
3.082434583E-1,8.889026195E-2,1.653404087E-1,-2.593667209E-1
3.182374583E-1,1.007746160E-1,1.670741290E-1,-2.719706595E-1
3.282324583E-1,1.059635058E-1,1.746702194E-1,-2.776996791E-1
