"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.401683000E-3,1.915361285E-1,-3.323152065E0,9.179368973E0
7.366767000E-3,1.604115069E-1,-3.311181068E0,9.186552048E0
9.471917000E-3,9.816227108E-2,-3.287238836E0,9.193734169E0
1.145722100E-2,1.675941236E-2,-3.272873640E0,9.196128845E0
1.347137200E-2,-1.915361360E-2,-3.268085241E0,9.188945770E0
1.545344600E-2,-8.140286058E-2,-3.263296843E0,9.186552048E0
1.746798000E-2,-1.412578970E-1,-3.251325846E0,9.188945770E0
1.945190000E-2,-1.723825186E-1,-3.244143248E0,9.186552048E0
2.146582000E-2,-2.250549644E-1,-3.248931646E0,9.191340446E0
2.345012400E-2,-2.442085743E-1,-3.253720045E0,9.167398453E0
2.546366000E-2,-3.016694188E-1,-3.275267839E0,9.153033257E0
2.744788700E-2,-3.256114423E-1,-3.284844637E0,9.150638580E0
2.946211400E-2,-3.351882398E-1,-3.289633036E0,9.141061783E0
3.144641900E-2,-3.543418646E-1,-3.315969467E0,9.114726067E0
3.345872400E-2,-3.519476354E-1,-3.318363667E0,9.093177795E0
3.547379600E-2,-3.543418646E-1,-3.323152065E0,9.100360870E0
3.745710100E-2,-3.447650373E-1,-3.323152065E0,9.083600998E0
3.947102100E-2,-3.375824392E-1,-3.313575268E0,9.076418877E0
4.145463300E-2,-3.351882398E-1,-3.311181068E0,9.064447403E0
4.346909100E-2,-3.112462163E-1,-3.315969467E0,9.047688484E0
4.545278100E-2,-2.968810201E-1,-3.299209833E0,9.045293808E0
4.746662300E-2,-2.849099934E-1,-3.299209833E0,9.040505409E0
4.945008100E-2,-2.585737705E-1,-3.289633036E0,9.038111687E0
5.146477100E-2,-2.442085743E-1,-3.277662039E0,9.059659004E0
5.344815100E-2,-2.370259613E-1,-3.268085241E0,9.069235802E0
5.546261000E-2,-1.915361285E-1,-3.272873640E0,9.069235802E0
5.744637600E-2,-1.795651317E-1,-3.251325846E0,9.071630478E0
5.946044900E-2,-1.460463107E-1,-3.241749048E0,9.074024200E0
6.147406100E-2,-1.316810995E-1,-3.253720045E0,9.059659004E0
6.345805800E-2,-1.316810995E-1,-3.251325846E0,9.059659004E0
6.547182300E-2,-1.125274822E-1,-3.241749048E0,9.059659004E0
6.745582000E-2,-8.619125932E-2,-3.227383852E0,9.071630478E0
6.947120200E-2,-6.943184882E-2,-3.222595453E0,9.078812599E0
7.145519800E-2,-6.224924326E-2,-3.203441858E0,9.085995674E0
7.346811800E-2,-5.267243832E-2,-3.196259260E0,9.088389397E0
7.545119200E-2,-4.548983276E-2,-3.189076662E0,9.095572472E0
7.746541900E-2,-3.351882473E-2,-3.155557871E0,9.085995674E0
7.944880100E-2,-1.675941236E-2,-3.155557871E0,9.088389397E0
8.146325900E-2,-9.576806799E-3,-3.160346270E0,9.107542992E0
8.344633200E-2,-9.576806799E-3,-3.134010077E0,9.153033257E0
8.546079100E-2,2.873042040E-2,-3.131615877E0,9.179368973E0
8.747578800E-2,2.394201607E-2,-3.134010077E0,9.181763649E0
8.945855300E-2,2.154781483E-2,-3.131615877E0,9.150638580E0
9.147493400E-2,1.197100803E-2,-3.131615877E0,9.141061783E0
9.345700800E-2,7.182605099E-3,-3.134010077E0,9.160215378E0
9.547123500E-2,-7.182605099E-3,-3.150769472E0,9.215282440E0
9.745430900E-2,-1.436521020E-2,-3.153163671E0,9.241618156E0
9.946846000E-2,-2.394201607E-2,-3.160346270E0,9.236829758E0
1.014533020E-1,-4.070143029E-2,-3.160346270E0,9.184157372E0
