"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.545344600E-2,4.795789719E-4,1.920223236E-2,-5.405807495E-2
2.345012400E-2,-1.412075162E-1,2.844285965E-2,-7.312011719E-2
3.144641900E-2,-2.180008739E-1,-2.483439445E-2,-1.221685410E-1
3.947102100E-2,-1.740927845E-1,-1.319456100E-2,-1.567354202E-1
4.746662300E-2,-1.053975523E-1,8.938312531E-3,-1.895713806E-1
5.546261000E-2,-1.908788085E-2,3.927683830E-2,-1.595401764E-1
6.345805800E-2,4.314889014E-2,6.009030342E-2,-1.693353653E-1
7.145519800E-2,9.940314293E-2,1.020624638E-1,-1.453580856E-1
7.944880100E-2,1.257060170E-1,1.377761364E-1,-1.476297379E-1
8.747578800E-2,1.444487125E-1,1.428461075E-1,-6.042671204E-2
9.547123500E-2,9.835094213E-2,1.123456955E-1,-3.195095062E-2
1.034662990E-1,4.020822048E-2,8.603858948E-2,-7.762813568E-2
1.114632090E-1,-4.209569842E-2,-9.074211121E-4,-7.550239563E-3
1.194573490E-1,-1.177927181E-1,-4.532217979E-2,1.783466339E-2
1.274530280E-1,-1.857620478E-1,-6.536245346E-2,2.164840698E-3
1.354487080E-1,-1.885470748E-1,-9.374952316E-2,2.250671387E-3
1.434446170E-1,-1.453654319E-1,-1.002068520E-1,6.382465363E-2
1.514720650E-1,-1.009684652E-1,-1.346364021E-1,8.329677582E-2
1.594664370E-1,-9.729568660E-2,-1.522524357E-1,4.475975037E-2
1.674611920E-1,-8.081167936E-2,-1.458158493E-1,6.760501862E-2
1.754535640E-1,-3.967219591E-2,-1.815471649E-1,1.337575912E-1
1.834535510E-1,-6.778922677E-2,-1.465010643E-1,-8.018112183E-2
1.914491520E-1,-3.228238225E-2,-1.747481823E-1,2.220373154E-1
1.994744470E-1,-1.648187935E-1,-1.253435612E-1,2.004842758E-1
2.074710490E-1,-1.731273830E-1,-1.522827148E-1,1.226024628E-1
2.154663430E-1,-8.664873242E-2,-7.164597511E-2,1.730461121E-1
2.234607920E-1,-3.584128618E-2,-5.273079872E-2,1.667404175E-1
2.314580090E-1,-5.455830693E-2,-7.784914970E-2,1.044321060E-1
2.394524570E-1,-1.134567559E-1,-9.210252762E-2,1.093940735E-1
2.474482130E-1,-9.930849075E-2,-6.747841835E-2,1.116104126E-1
2.554428930E-1,-7.178792357E-2,-8.607578278E-2,1.277866364E-1
2.634702630E-1,-3.782951832E-2,-1.343514919E-1,1.320390701E-1
2.714663270E-1,2.161264420E-4,-1.147398949E-1,9.689521790E-2
2.794610060E-1,-1.312610507E-2,-1.089107990E-1,4.575634003E-2
2.874567620E-1,-9.395837784E-3,-1.143174171E-1,4.874134064E-2
2.954526720E-1,-1.625537872E-3,-1.318922043E-1,3.715896606E-2
3.034481200E-1,8.060872555E-3,-1.177482605E-1,4.965209961E-2
3.114745680E-1,2.420291305E-2,-8.417272568E-2,7.470512390E-2
3.194695550E-1,4.948326945E-2,-4.351687431E-2,5.900287628E-2
3.274646950E-1,2.773165703E-3,2.371287346E-2,6.014537811E-2
3.354606050E-1,-2.916970849E-2,9.583282471E-2,1.212034225E-1
3.434566690E-1,-4.114940763E-2,9.848189354E-2,1.439752579E-1
3.514525780E-1,-5.732631683E-2,1.223690510E-1,1.690511703E-1
3.594480260E-1,-3.275400400E-2,1.267817020E-1,1.868286133E-1
3.674737830E-1,-3.260734677E-2,9.252071381E-2,1.709270477E-1
3.754695380E-1,-5.441108346E-2,4.360270500E-2,2.147531509E-1
3.834649100E-1,-6.018516421E-2,3.016400337E-2,2.033138275E-1
3.914615120E-1,-4.520922899E-2,1.421809196E-2,1.750364304E-1
3.994558830E-1,-4.044446349E-2,7.662773132E-3,2.208786011E-1
4.074521770E-1,-2.432283759E-2,1.291155815E-2,2.211380005E-1
4.154470110E-1,5.362898111E-3,-2.750277519E-2,2.572059631E-1
4.234739970E-1,-1.308318973E-2,-2.982282639E-2,2.692403793E-1
4.314693680E-1,-1.439407468E-2,2.475476265E-2,2.451591492E-1
4.394641240E-1,-7.749587297E-3,5.951976776E-2,2.448043823E-1
4.474601870E-1,9.183675051E-3,4.576635361E-2,2.514209747E-1
4.554555590E-1,1.219859719E-2,4.351067543E-2,2.626667023E-1
4.634517770E-1,-3.268787265E-2,2.418375015E-2,2.211208344E-1
4.714477630E-1,-1.041211784E-1,1.674628258E-2,2.154483795E-1
4.794732880E-1,-1.304692924E-1,-1.951742172E-2,2.264795303E-1
4.874680450E-1,-1.522506773E-1,-4.153895378E-2,2.302732468E-1
4.954634920E-1,-1.454457641E-1,-6.360864639E-2,2.436180115E-1
