"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537835321577E9,"2026-06-04 3:50:35.322 UTC+02:00"
"PAUSE",3.242486141666632E1,1.780537867746219E9,"2026-06-04 3:51:07.746 UTC+02:00"
