"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.218202000E-3,-9.744400978E-1,-6.009446383E-1,9.773131371E0
7.221465000E-3,-9.385270476E-1,-6.081272364E-1,9.773131371E0
9.327007000E-3,-8.834604025E-1,-6.536170840E-1,9.787496567E0
1.130978200E-2,-8.714894056E-1,-6.799532771E-1,9.811438560E0
1.332424700E-2,-8.738836050E-1,-6.727706790E-1,9.828198433E0
1.530925200E-2,-8.714894056E-1,-6.751648784E-1,9.816226959E0
1.732210200E-2,-9.002198577E-1,-6.823474765E-1,9.756371498E0
1.930556900E-2,-9.193734527E-1,-6.775590777E-1,9.739612579E0
2.132026500E-2,-9.600749016E-1,-6.584054828E-1,9.742006302E0
2.330342300E-2,-9.840168953E-1,-6.536170840E-1,9.789890289E0
2.531750500E-2,-9.935936928E-1,-6.488286853E-1,9.794678688E0
2.730150900E-2,-1.003170490E0,-6.320692301E-1,9.782708168E0
2.931566800E-2,-1.000776291E0,-6.153098345E-1,9.775525093E0
3.129936400E-2,-9.720458984E-1,-6.248866320E-1,9.787496567E0
3.331421500E-2,-9.648633003E-1,-6.344634295E-1,9.789890289E0
3.532675800E-2,-9.481038451E-1,-6.296750307E-1,9.792284966E0
3.731107000E-2,-8.738836050E-1,-6.536170840E-1,9.777919769E0
3.932407500E-2,-8.738836050E-1,-6.536170840E-1,9.777919769E0
4.130869400E-2,-8.619126081E-1,-6.536170840E-1,9.765948296E0
4.332346800E-2,-8.475474119E-1,-6.248866320E-1,9.775525093E0
4.530678000E-2,-8.259995580E-1,-6.296750307E-1,9.816226959E0
4.732093900E-2,-8.164227605E-1,-6.272808313E-1,9.818621635E0
4.930471200E-2,-8.044517636E-1,-6.368576288E-1,9.799467087E0
5.131856200E-2,-8.068459630E-1,-6.679822803E-1,9.773131371E0
5.330256700E-2,-8.068459630E-1,-6.775590777E-1,9.763554573E0
5.531764800E-2,-7.996633649E-1,-6.488286853E-1,9.763554573E0
5.730003800E-2,-7.900865674E-1,-6.536170840E-1,9.773131371E0
5.931481100E-2,-7.805097699E-1,-6.488286853E-1,9.782708168E0
6.132927700E-2,-7.541735172E-1,-6.440402865E-1,9.765948296E0
6.331212800E-2,-7.541735172E-1,-6.512228847E-1,9.751583099E0
6.532590100E-2,-7.541735172E-1,-6.392518282E-1,9.753977776E0
6.730998300E-2,-7.637503147E-1,-6.416460276E-1,9.744400978E0
6.932475600E-2,-7.733271718E-1,-6.464344859E-1,9.742006302E0
7.130814600E-2,-7.996633649E-1,-6.560112834E-1,9.727641106E0
7.332191900E-2,-8.188169599E-1,-6.607996821E-1,9.751583099E0
7.530446200E-2,-8.092401624E-1,-6.655880809E-1,9.768342972E0
7.731954300E-2,-8.283938169E-1,-6.847416759E-1,9.777919769E0
7.930447000E-2,-8.619126081E-1,-6.799532771E-1,9.789890289E0
8.131801400E-2,-8.810662031E-1,-6.775590777E-1,9.799467087E0
8.330163300E-2,-8.930372596E-1,-6.967126727E-1,9.818621635E0
8.531556100E-2,-9.121908545E-1,-7.086837292E-1,9.832986832E0
8.729895000E-2,-9.169792533E-1,-7.110779285E-1,9.825803757E0
8.931310900E-2,-9.409212470E-1,-7.086837292E-1,9.828198433E0
9.132688200E-2,-9.624691010E-1,-6.967126727E-1,9.821015358E0
9.331119400E-2,-9.672574997E-1,-6.967126727E-1,9.823410034E0
9.532627600E-2,-1.003170490E0,-6.847416759E-1,9.825803757E0
9.730851000E-2,-1.012747288E0,-6.919242740E-1,9.837775230E0
9.932328500E-2,-1.017535686E0,-6.871358752E-1,9.856928825E0
1.013069040E-1,-1.012747288E0,-6.847416759E-1,9.830592155E0
1.033208320E-1,-1.024718285E0,-6.727706790E-1,9.823410034E0
1.053047590E-1,-1.063025594E0,-6.607996821E-1,9.821015358E0
1.073186860E-1,-1.077390790E0,-6.799532771E-1,9.835380554E0
1.093023840E-1,-1.082179189E0,-6.751648784E-1,9.830592155E0
1.113164640E-1,-1.110909581E0,-6.440402865E-1,9.821015358E0
1.133001620E-1,-1.115697980E0,-6.488286853E-1,9.794678688E0
1.153143200E-1,-1.115697980E0,-6.631938815E-1,9.782708168E0
1.173288630E-1,-1.125274777E0,-6.536170840E-1,9.765948296E0
1.193137130E-1,-1.125274777E0,-6.368576288E-1,9.730035782E0
1.213254100E-1,-1.115697980E0,-6.320692301E-1,9.722852707E0
1.233100300E-1,-1.106121182E0,-6.105214357E-1,9.727641106E0
1.253238800E-1,-1.115697980E0,-6.224924326E-1,9.739612579E0
1.273075770E-1,-1.118092179E0,-6.153098345E-1,9.732429504E0
1.293221200E-1,-1.132457376E0,-6.272808313E-1,9.720458984E0
1.313052020E-1,-1.134851575E0,-6.344634295E-1,9.706093788E0
1.333196670E-1,-1.139639974E0,-6.272808313E-1,9.682151794E0
1.353042100E-1,-1.154005170E0,-6.224924326E-1,9.689333916E0
1.373174460E-1,-1.151610970E0,-6.272808313E-1,9.701305389E0
1.393020650E-1,-1.163581967E0,-6.344634295E-1,9.720458984E0
1.413150700E-1,-1.177947283E0,-6.224924326E-1,9.715670586E0
1.432989970E-1,-1.175553083E0,-6.129156351E-1,9.708487511E0
1.453125410E-1,-1.163581967E0,-6.224924326E-1,9.703699112E0
1.473270060E-1,-1.168370485E0,-6.344634295E-1,9.720458984E0
1.493110870E-1,-1.175553083E0,-6.200982332E-1,9.727641106E0
1.513246300E-1,-1.192312479E0,-6.200982332E-1,9.734824181E0
1.533086350E-1,-1.192312479E0,-6.584054828E-1,9.737217903E0
1.553230240E-1,-1.182735682E0,-6.536170840E-1,9.732429504E0
1.573058740E-1,-1.194706678E0,-6.560112834E-1,9.727641106E0
1.593221100E-1,-1.192312479E0,-6.512228847E-1,9.758766174E0
1.613051910E-1,-1.199495077E0,-6.416460276E-1,9.746794701E0
1.633185030E-1,-1.216254473E0,-6.416460276E-1,9.720458984E0
