"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.221465000E-3,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
9.327007000E-3,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
1.130978200E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
1.332424700E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
1.530925200E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
1.732210200E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
1.930556900E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
2.132026500E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
2.330342300E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
2.531750500E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
2.730150900E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
2.931566800E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
3.129936400E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
3.331421500E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
3.532675800E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
3.731107000E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
3.932407500E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
4.130869400E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
4.332346800E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
4.530678000E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
4.732093900E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
4.930471200E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
5.131856200E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
5.330256700E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
5.531764800E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
5.730003800E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
5.931481100E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
6.132927700E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
6.331212800E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
6.532590100E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
6.730998300E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
6.932475600E-2,-1.466076635E-2,-8.674286306E-2,-1.649336144E-2
7.130814600E-2,-7.941247895E-3,1.221730467E-2,9.773843922E-3
7.332191900E-2,-1.038470957E-2,1.832595654E-2,8.552113548E-3
7.530446200E-2,-7.941247895E-3,2.138028294E-2,8.552113548E-3
7.731954300E-2,-8.552113548E-3,2.748893574E-2,1.038470957E-2
7.930447000E-2,-6.719517522E-3,3.176499158E-2,1.160643995E-2
8.131801400E-2,-6.108652335E-3,3.420845419E-2,9.162978269E-3
8.330163300E-2,-6.108652335E-3,3.604105115E-2,1.343903504E-2
8.531556100E-2,-2.443460980E-3,4.031710699E-2,1.343903504E-2
8.729895000E-2,-3.054326167E-3,4.153883830E-2,1.588249579E-2
8.931310900E-2,-4.276056774E-3,4.459316283E-2,1.527163107E-2
9.132688200E-2,1.221730490E-3,4.764748737E-2,1.588249579E-2
9.331119400E-2,2.443460980E-3,4.581489414E-2,1.771509275E-2
9.532627600E-2,3.665191587E-3,4.764748737E-2,1.771509275E-2
9.730851000E-2,4.886921961E-3,4.948008433E-2,1.954768784E-2
9.932328500E-2,4.276056774E-3,4.764748737E-2,1.832595654E-2
1.013069040E-1,5.497787148E-3,4.764748737E-2,1.710422710E-2
1.033208320E-1,7.330383174E-3,4.520402849E-2,1.771509275E-2
1.053047590E-1,8.552113548E-3,4.459316283E-2,1.466076635E-2
1.073186860E-1,9.773843922E-3,4.581489414E-2,1.771509275E-2
