"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780659302052386E9,"2026-06-05 1:35:02.052 UTC+02:00"
"PAUSE",4.122886424997705E1,1.780659343281264E9,"2026-06-05 1:35:43.281 UTC+02:00"
