"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.181387000E-3,1.225831270E0,-8.137891769E0,4.960785866E0
6.225698000E-3,1.297657371E0,-8.128314972E0,4.951209068E0
8.331470000E-3,1.340752959E0,-8.121131897E0,4.965574265E0
1.031516600E-2,1.434126854E0,-8.121131897E0,4.970362663E0
1.232870700E-2,1.489193439E0,-8.128314972E0,4.972756863E0
1.431278700E-2,1.505952835E0,-8.149862289E0,4.965574265E0
1.632663600E-2,1.551442742E0,-8.180987358E0,4.960785866E0
1.831063900E-2,1.568202138E0,-8.204929352E0,4.965574265E0
2.032571900E-2,1.575384736E0,-8.212111473E0,4.960785866E0
2.230910700E-2,1.582567334E0,-8.243236542E0,4.965574265E0
2.432257100E-2,1.584961534E0,-8.257601738E0,4.975151062E0
2.630719000E-2,1.587355733E0,-8.257601738E0,4.991910458E0
2.832050000E-2,1.563413739E0,-8.250418663E0,5.032611847E0
3.030358000E-2,1.549048543E0,-8.240841866E0,5.061342239E0
3.231866000E-2,1.537077546E0,-8.236053467E0,5.073313236E0
3.433243300E-2,1.520318031E0,-8.228871346E0,5.097255230E0
3.631558900E-2,1.515529633E0,-8.216899872E0,5.121197224E0
3.833066900E-2,1.505952835E0,-8.209717751E0,5.137956619E0
4.031498000E-2,1.472434044E0,-8.204929352E0,5.154716492E0
4.232813700E-2,1.465251446E0,-8.188169479E0,5.164293289E0
4.431244800E-2,1.455674648E0,-8.178592682E0,5.195417881E0
4.632691200E-2,1.436521053E0,-8.176198959E0,5.207388878E0
4.830999200E-2,1.441309452E0,-8.183381081E0,5.204994678E0
5.032353400E-2,1.460463047E0,-8.169015884E0,5.204994678E0
5.230723000E-2,1.446097851E0,-8.147468567E0,5.193023682E0
5.432138700E-2,1.450886250E0,-8.149862289E0,5.193023682E0
5.630508200E-2,1.465251446E0,-8.164227486E0,5.188235283E0
5.831893100E-2,1.472434044E0,-8.171410561E0,5.178658485E0
6.033462600E-2,1.472434044E0,-8.161833763E0,5.178658485E0
6.231739900E-2,1.467645645E0,-8.149862289E0,5.171475887E0
6.433094000E-2,1.455674648E0,-8.145073891E0,5.181052685E0
6.631502000E-2,1.448492050E0,-8.135497093E0,5.173870087E0
6.832940800E-2,1.441309452E0,-8.125920296E0,5.171475887E0
7.031248800E-2,1.434126854E0,-8.087613106E0,5.154716492E0
7.232672100E-2,1.429338455E0,-8.085219383E0,5.152322292E0
7.431072400E-2,1.407790542E0,-8.078036308E0,5.140350819E0
7.632457400E-2,1.386242747E0,-8.078036308E0,5.140350819E0
