"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.492452800E-2,-9.686976671E-3,-1.032614708E-1,2.107191086E-1
2.291982900E-2,-1.228996217E-1,-8.138942719E-2,1.565637589E-1
3.091582300E-2,-1.077165008E-1,-3.255844116E-2,1.290855408E-1
3.894381600E-2,-8.406004310E-2,-1.767063141E-2,1.060361862E-1
4.693711800E-2,-3.439503908E-2,-2.466106415E-2,1.698722839E-1
5.493241900E-2,-5.714192986E-2,1.215934753E-4,2.110767365E-2
6.292849000E-2,-1.192378998E-2,3.697109222E-2,-1.178455353E-2
7.092417500E-2,9.040236473E-2,1.362996101E-1,-3.801059723E-2
7.892163000E-2,1.464698315E-1,1.797776222E-1,-1.296052933E-1
8.691547100E-2,1.496869326E-1,2.017188072E-1,-1.660585403E-1
9.494131000E-2,1.586144418E-1,1.942009926E-1,-2.340717316E-1
1.029370730E-1,1.559974253E-1,1.650862694E-1,-2.961845398E-1
1.109326810E-1,1.303873658E-1,1.360321045E-1,-3.498487473E-1
1.189292910E-1,1.458819211E-1,1.419892311E-1,-3.908557892E-1
1.269237450E-1,1.506813765E-1,1.323008537E-1,-4.408960342E-1
1.349188930E-1,1.913945079E-1,1.081199646E-1,-4.396524429E-1
1.429145020E-1,2.121392936E-1,6.159687042E-2,-4.543905258E-1
1.509409570E-1,2.082935721E-1,2.706289291E-2,-4.346714020E-1
1.589385660E-1,1.933960021E-1,-1.210594177E-2,-4.191694260E-1
1.669323290E-1,1.395144165E-1,-4.717016220E-2,-3.427009583E-1
1.749283230E-1,1.110956892E-1,-6.446123123E-2,-2.571268082E-1
1.829234700E-1,1.161504090E-1,-1.050305367E-1,-2.081632614E-1
1.909193870E-1,9.023961425E-2,-9.852647781E-2,-1.726360321E-1
1.989462260E-1,7.426595688E-2,-6.410741806E-2,-1.888952255E-1
2.069415280E-1,6.212476268E-2,-2.824497223E-2,-2.067861557E-1
2.149360590E-1,4.402595013E-2,-7.565069199E-2,-9.147357941E-2
2.229314380E-1,-2.810124308E-2,-1.885199547E-1,-5.163383484E-2
2.309276620E-1,-9.732729197E-2,-2.940235138E-1,3.059673309E-2
2.389248860E-1,-9.325584769E-2,-2.980599403E-1,1.771640778E-2
2.469181880E-1,-6.819632649E-2,-2.678279877E-1,-1.265335083E-2
2.549141810E-1,-1.908227801E-3,-2.146515846E-1,-6.880664825E-2
2.629402520E-1,3.779223561E-2,-1.843452454E-1,-1.386928558E-1
2.709357070E-1,4.339984059E-2,-1.536049843E-1,-1.616334915E-1
2.789334700E-1,4.666600376E-2,-1.479940414E-1,-1.861763000E-1
2.869270780E-1,5.079169199E-2,-1.462121010E-1,-2.148571014E-1
2.949220720E-1,3.144741803E-2,-1.243262291E-1,-2.691555023E-1
3.029183730E-1,1.101803035E-2,-3.736686707E-2,-3.079233170E-1
3.109448290E-1,2.238364145E-2,2.426338196E-2,-3.657293320E-1
3.189412060E-1,4.628469050E-2,8.945322037E-2,-3.964185715E-1
3.269359690E-1,8.271953464E-2,1.464362144E-1,-3.974533081E-1
3.349316560E-1,6.751653552E-2,1.663622856E-1,-2.635231018E-1
3.429270330E-1,-5.097192526E-2,1.628088951E-1,-1.195621490E-1
3.509226430E-1,-2.818057537E-1,2.925729752E-2,-3.570079803E-2
3.589201740E-1,-3.896646500E-1,-7.883739471E-2,1.184844971E-2
3.669137070E-1,-4.079648554E-1,-1.371178627E-1,-1.502227783E-2
3.749399310E-1,-3.666562438E-1,-1.426444054E-1,-4.178714752E-2
3.829353090E-1,-2.586862445E-1,-1.381874084E-1,-1.304836273E-1
3.909306100E-1,-1.815006137E-1,-1.141467094E-1,-1.182689667E-1
3.989282190E-1,-1.673812568E-1,-1.355147362E-1,-1.058969498E-1
4.069232900E-1,-2.300400436E-1,-1.332454681E-1,-1.558542252E-1
4.149176680E-1,-2.587799132E-1,-1.573996544E-1,-1.171855927E-1
4.229442000E-1,-2.630856633E-1,-2.125554085E-1,-9.989738464E-2
4.309395010E-1,-2.975285351E-1,-2.147345543E-1,-1.278238297E-1
4.389370340E-1,-2.929992080E-1,-1.497120857E-1,-1.483745575E-1
4.469312570E-1,-2.786014676E-1,-3.930616379E-2,-1.736841202E-1
4.549257130E-1,-2.306383550E-1,8.432388306E-3,-1.081771851E-1
4.629222440E-1,-1.985457838E-1,-8.572006226E-2,-3.820896149E-2
4.709177000E-1,-2.124089301E-1,-2.064538002E-1,-4.974365234E-2
4.789453850E-1,-3.125904799E-1,-3.006520271E-1,-3.481197357E-2
4.869394560E-1,-3.281985521E-1,-3.376040459E-1,-1.062211990E-1
4.949342960E-1,-3.091938198E-1,-3.747596741E-1,-1.178712845E-1
5.029308280E-1,-3.010127842E-1,-3.548655510E-1,-9.618282318E-2
5.109256680E-1,-2.910756171E-1,-2.952690125E-1,-8.462238312E-2
5.189231230E-1,-2.094898075E-1,-2.080240250E-1,-1.526641846E-1
5.269172700E-1,-1.320985556E-1,-1.552734375E-1,-1.972875595E-1
5.349431870E-1,-1.535773426E-1,-2.151198387E-1,-2.370653152E-1
5.429384880E-1,-1.484315097E-1,-2.411618233E-1,-2.047328949E-1
5.509342510E-1,-1.585105211E-1,-2.313661575E-1,-1.197004318E-1
5.589323980E-1,-1.572992802E-1,-2.054524422E-1,-3.908157349E-3
5.669258530E-1,-1.441140473E-1,-1.518979073E-1,1.061439514E-3
5.749209240E-1,-1.255249828E-1,-8.802413940E-2,1.198616028E-1
5.829166870E-1,-1.154098809E-1,-1.722254753E-1,3.498096466E-1
5.909431420E-1,-1.652194560E-1,-2.828922272E-1,4.032306671E-1
5.989415970E-1,-3.305955827E-1,-3.812708855E-1,3.043432236E-1
6.069342060E-1,-4.232839346E-1,-3.855357170E-1,1.707448959E-1
6.149301230E-1,-5.620130301E-1,-3.596487045E-1,8.193778992E-2
6.229255770E-1,-5.373163819E-1,-3.294191360E-1,-6.461048126E-2
6.309205710E-1,-3.517196774E-1,-3.873758316E-1,-1.581225395E-1
6.389181800E-1,-1.150385737E-1,-4.348893166E-1,-2.413673401E-1
6.469430200E-1,8.699414134E-2,-4.265308380E-1,-2.952723503E-1
6.549387050E-1,2.687996924E-1,-2.689805031E-1,-4.060950279E-1
6.629341610E-1,3.818534613E-1,-1.056208611E-1,-4.946436882E-1
6.709297700E-1,5.142213702E-1,2.754497528E-2,-5.537891388E-1
6.789273790E-1,5.528562069E-1,9.568595886E-2,-4.623517990E-1
6.869206030E-1,5.485032201E-1,1.010560989E-1,-3.712639809E-1
6.949171350E-1,4.299643636E-1,1.146364212E-1,-2.667655945E-1
7.029424370E-1,2.823329568E-1,1.739621162E-1,-1.853241920E-1
7.109381220E-1,2.007135451E-1,2.287344933E-1,-2.394886017E-1
