"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.792459000E-3,-2.082955539E-1,-4.367023945E0,9.023746490E0
6.837381000E-3,-2.250549644E-1,-4.374206543E0,9.028534889E0
8.942302000E-3,-2.681505978E-1,-4.374206543E0,9.030928612E0
1.092576200E-2,-3.327940404E-1,-4.383783340E0,9.030928612E0
1.294076000E-2,-3.591302633E-1,-4.398148537E0,9.026140213E0
1.492452800E-2,-4.141969085E-1,-4.414907932E0,9.009381294E0
1.693891100E-2,-4.644751251E-1,-4.419696331E0,8.987833023E0
1.892267800E-2,-4.860229492E-1,-4.410119534E0,8.978256226E0
2.093621600E-2,-5.027823448E-1,-4.405331135E0,8.971074104E0
2.291982900E-2,-5.434837937E-1,-4.393360138E0,8.954314232E0
2.493344400E-2,-5.482721925E-1,-4.381389141E0,8.954314232E0
2.691744200E-2,-5.578489900E-1,-4.383783340E0,8.944737434E0
2.893190100E-2,-5.506663918E-1,-4.355052948E0,8.947132111E0
3.091582300E-2,-5.434837937E-1,-4.340687752E0,8.927978516E0
3.293028300E-2,-5.458779931E-1,-4.343081951E0,8.908824921E0
3.494320400E-2,-5.363011956E-1,-4.326322556E0,8.908824921E0
3.692666400E-2,-5.291185975E-1,-4.323928356E0,8.899248123E0
3.894381600E-2,-5.315127969E-1,-4.321534157E0,8.906430244E0
4.092473800E-2,-5.291185975E-1,-4.304774761E0,8.947132111E0
4.293950500E-2,-5.099649429E-1,-4.311957359E0,8.963891029E0
4.492388800E-2,-4.884171486E-1,-4.323928356E0,8.983044624E0
4.693711800E-2,-4.860229492E-1,-4.321534157E0,8.973467827E0
4.892103900E-2,-4.860229492E-1,-4.314351559E0,8.932766914E0
5.093457600E-2,-5.003881454E-1,-4.297592163E0,8.882488251E0
5.291865100E-2,-5.003881454E-1,-4.307168961E0,8.858546257E0
5.493241900E-2,-5.171475410E-1,-4.295197964E0,8.825027466E0
5.691711000E-2,-5.099649429E-1,-4.295197964E0,8.798690796E0
5.893149300E-2,-5.051765442E-1,-4.299986362E0,8.803479195E0
