"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536112132414E9,"2026-06-04 3:21:52.132 UTC+02:00"
"PAUSE",4.517406170833419E1,1.780536157306167E9,"2026-06-04 3:22:37.306 UTC+02:00"
