"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.989874978E-3,-8.559650116E0,-9.624984741E-1,4.776118011E0
1.292987500E-2,-8.622669067E0,-9.979747009E-1,4.769232330E0
2.286887498E-2,-8.548722839E0,-9.541159058E-1,4.764891357E0
3.280887500E-2,-8.521629181E0,-9.499246216E-1,4.783153381E0
4.274887498E-2,-8.545878754E0,-9.771679688E-1,4.801864471E0
5.268787500E-2,-8.536747742E0,-9.716294861E-1,4.817282410E0
6.262787498E-2,-8.544531555E0,-9.854008484E-1,4.826114044E0
7.256829165E-2,-8.528065796E0,-9.819580078E-1,4.818180542E0
8.250829164E-2,-8.519084473E0,-9.779164124E-1,4.824317780E0
9.244729165E-2,-8.519533539E0,-9.812095642E-1,4.809797974E0
1.023872916E-1,-8.521329803E0,-9.747729492E-1,4.802912292E0
1.123272917E-1,-8.520132294E0,-9.767189026E-1,4.804858246E0
1.222672916E-1,-8.521329803E0,-9.735754395E-1,4.795128479E0
1.322062917E-1,-8.528365173E0,-9.789642334E-1,4.811594238E0
1.421462916E-1,-8.527167664E0,-9.758207703E-1,4.815635834E0
1.520862917E-1,-8.534502411E0,-9.773176575E-1,4.809947662E0
1.620262917E-1,-8.536747742E0,-9.737251282E-1,4.808600464E0
1.719652917E-1,-8.521479492E0,-9.565109253E-1,4.812342682E0
1.819052917E-1,-8.538394318E0,-9.490264893E-1,4.796026611E0
1.918452916E-1,-8.537945251E0,-9.636959839E-1,4.790637817E0
2.017852917E-1,-8.535550232E0,-9.654922485E-1,4.801714783E0
2.117242916E-1,-8.542286224E0,-9.792636108E-1,4.814438324E0
2.216642917E-1,-8.531209259E0,-9.740245056E-1,4.821773071E0
2.316042917E-1,-8.514444122E0,-9.668394470E-1,4.810546417E0
2.415442917E-1,-8.525521088E0,-9.732760620E-1,4.795876923E0
2.514832916E-1,-8.538544006E0,-9.809101868E-1,4.778213654E0
2.614232917E-1,-8.551117859E0,-9.705816650E-1,4.790637817E0
2.713632917E-1,-8.553213501E0,-9.789642334E-1,4.802612915E0
2.813032916E-1,-8.548423462E0,-9.737251282E-1,4.805606689E0
2.912422917E-1,-8.520132294E0,-9.565109253E-1,4.796625366E0
3.011822916E-1,-8.512947235E0,-9.446855164E-1,4.818330231E0
3.111222917E-1,-8.525670776E0,-9.511221313E-1,4.822222137E0
3.210622917E-1,-8.540190582E0,-9.666897583E-1,4.812192993E0
3.310012917E-1,-8.537496185E0,-9.563612366E-1,4.802313538E0
3.409412917E-1,-8.530161438E0,-9.476792908E-1,4.791236572E0
3.508812916E-1,-8.524622955E0,-9.515711975E-1,4.807702332E0
3.608212917E-1,-8.533155212E0,-9.509724426E-1,4.807402954E0
3.707602916E-1,-8.516539764E0,-9.485774231E-1,4.816983032E0
3.807002917E-1,-8.515791321E0,-9.621990967E-1,4.797523499E0
3.906402916E-1,-8.522677002E0,-9.653425598E-1,4.781207428E0
4.005802917E-1,-8.532406769E0,-9.548643494E-1,4.794380035E0
4.105192916E-1,-8.551267548E0,-9.641450500E-1,4.799469452E0
4.204592917E-1,-8.552465057E0,-9.683363342E-1,4.796475677E0
4.303992917E-1,-8.560548248E0,-9.535171509E-1,4.787943420E0
4.403382917E-1,-8.555009766E0,-9.638456726E-1,4.766687622E0
4.502782917E-1,-8.560398560E0,-9.632469177E-1,4.743336182E0
4.602182916E-1,-8.559500427E0,-9.506730652E-1,4.740342407E0
4.701582917E-1,-8.553961945E0,-9.479786682E-1,4.752167816E0
4.800982916E-1,-8.547824707E0,-9.475296021E-1,4.778962097E0
4.900372917E-1,-8.538693695E0,-9.434880066E-1,4.797224121E0
4.999772916E-1,-8.538544006E0,-9.422904968E-1,4.802014160E0
5.099172917E-1,-8.538244629E0,-9.460327148E-1,4.799768829E0
5.198562916E-1,-8.548722839E0,-9.544152832E-1,4.808001709E0
5.297962917E-1,-8.563991089E0,-9.659413147E-1,4.808899841E0
5.397362917E-1,-8.557404785E0,-9.635462952E-1,4.795128479E0
5.496762916E-1,-8.540789337E0,-9.493258667E-1,4.802313538E0
5.596152917E-1,-8.536298676E0,-9.469308472E-1,4.802163849E0
5.695552916E-1,-8.547525330E0,-9.485774231E-1,4.801864471E0
5.794952917E-1,-8.533753967E0,-9.331594849E-1,4.780908051E0
5.894352917E-1,-8.543034668E0,-9.342073059E-1,4.772375793E0
5.993742917E-1,-8.562943268E0,-9.437873840E-1,4.764442291E0
6.093142917E-1,-8.554411011E0,-9.412426758E-1,4.771477661E0
6.192542916E-1,-8.555159454E0,-9.584568787E-1,4.770280151E0
6.291942917E-1,-8.553961945E0,-9.538165283E-1,4.758305054E0
6.391332916E-1,-8.550219727E0,-9.494755554E-1,4.768633575E0
6.490732917E-1,-8.573421478E0,-9.660910034E-1,4.782255249E0
6.590132916E-1,-8.577612762E0,-9.737251282E-1,4.776118011E0
6.689532917E-1,-8.562344513E0,-9.548643494E-1,4.805007935E0
6.788922916E-1,-8.543783112E0,-9.346563721E-1,4.795278168E0
6.888322917E-1,-8.545878754E0,-9.400451660E-1,4.786147156E0
6.987722917E-1,-8.532556458E0,-9.268725586E-1,4.780159607E0
7.087122916E-1,-8.530909882E0,-9.256750488E-1,4.772226105E0
7.186512917E-1,-8.554710388E0,-9.419911194E-1,4.782255249E0
7.285912916E-1,-8.568781128E0,-9.415420532E-1,4.773423615E0
7.385312917E-1,-8.563691711E0,-9.452842712E-1,4.780908051E0
7.484712916E-1,-8.565038910E0,-9.458830261E-1,4.790338440E0
7.584102917E-1,-8.557105408E0,-9.535171509E-1,4.784201202E0
7.683502916E-1,-8.566086731E0,-9.665400696E-1,4.773722992E0
7.782902917E-1,-8.574020233E0,-9.581575012E-1,4.764142914E0
7.882292916E-1,-8.569978638E0,-9.445358276E-1,4.765939178E0
7.981692917E-1,-8.557105408E0,-9.400451660E-1,4.753515015E0
8.081092917E-1,-8.554860077E0,-9.357041931E-1,4.770878906E0
8.180492916E-1,-8.546327820E0,-9.307644653E-1,4.791535950E0
8.279882917E-1,-8.538394318E0,-9.165440369E-1,4.774321747E0
8.379282916E-1,-8.549471283E0,-9.268725586E-1,4.775519257E0
8.478682917E-1,-8.535849609E0,-9.330097961E-1,4.763095093E0
8.578082917E-1,-8.538693695E0,-9.445358276E-1,4.755610657E0
8.677472917E-1,-8.543334045E0,-9.449848938E-1,4.749323730E0
8.776872916E-1,-8.538544006E0,-9.419911194E-1,4.757706299E0
8.876272917E-1,-8.553961945E0,-9.404942322E-1,4.753964081E0
8.975672917E-1,-8.567733307E0,-9.454339600E-1,4.746779022E0
9.075062917E-1,-8.578660583E0,-9.470805359E-1,4.749473419E0
9.174462917E-1,-8.571774902E0,-9.479786682E-1,4.754113770E0
9.273862916E-1,-8.583300934E0,-9.506730652E-1,4.749473419E0
9.373262917E-1,-8.584797821E0,-9.533674622E-1,4.762346649E0
9.472652916E-1,-8.577463074E0,-9.663903809E-1,4.778812408E0
9.572052917E-1,-8.577163696E0,-9.710307312E-1,4.775668945E0
9.671452917E-1,-8.552764435E0,-9.593550110E-1,4.768483887E0
9.770852916E-1,-8.558302917E0,-9.521699524E-1,4.761149139E0
9.870242917E-1,-8.564739532E0,-9.482780457E-1,4.753215637E0
9.969642916E-1,-8.563092957E0,-9.366023254E-1,4.743635559E0
1.006904292E0,-8.559051361E0,-9.189390564E-1,4.719835052E0
1.016844292E0,-8.565787354E0,-9.207353210E-1,4.750371552E0
1.026783292E0,-8.578660583E0,-9.351054382E-1,4.760400696E0
1.036723292E0,-8.573271790E0,-9.388476562E-1,4.758454742E0
1.046663292E0,-8.558003540E0,-9.461824036E-1,4.769382019E0
1.056603292E0,-8.559650116E0,-9.541159058E-1,4.780159607E0
1.066542292E0,-8.559500427E0,-9.511221313E-1,4.773273926E0
1.076482125E0,-8.550519104E0,-9.488768005E-1,4.775519257E0
1.086422125E0,-8.543483734E0,-9.511221313E-1,4.772675171E0
1.096362125E0,-8.549770660E0,-9.346563721E-1,4.734205170E0
1.106301125E0,-8.562943268E0,-9.178912354E-1,4.721781006E0
1.116241125E0,-8.581055603E0,-9.282197571E-1,4.690346375E0
1.126181125E0,-8.578660583E0,-9.364526367E-1,4.674778748E0
1.136121125E0,-8.598419495E0,-9.398954773E-1,4.682562561E0
1.146060125E0,-8.593330078E0,-9.440867615E-1,4.698878632E0
1.156000125E0,-8.599467316E0,-9.503736877E-1,4.725822601E0
1.165940125E0,-8.586444397E0,-9.520202637E-1,4.731361084E0
1.175879125E0,-8.568032684E0,-9.421408081E-1,4.750970306E0
1.185819125E0,-8.575517120E0,-9.448352051E-1,4.750221863E0
1.195759125E0,-8.578361206E0,-9.484277344E-1,4.749024353E0
1.205699125E0,-8.579558716E0,-9.403445435E-1,4.747976532E0
1.215638125E0,-8.569679260E0,-9.328601074E-1,4.749473419E0
1.225578125E0,-8.573870544E0,-9.234297180E-1,4.747826843E0
1.235518125E0,-8.575068054E0,-9.377998352E-1,4.738845520E0
1.245458125E0,-8.569379883E0,-9.289682007E-1,4.730912018E0
1.255397125E0,-8.555758209E0,-9.128018188E-1,4.706662445E0
1.265337125E0,-8.578660583E0,-9.244775391E-1,4.700076141E0
1.275277125E0,-8.612939301E0,-9.563612366E-1,4.707410889E0
1.285217125E0,-8.623267822E0,-9.529183960E-1,4.712500305E0
1.295156125E0,-8.585546265E0,-9.382489014E-1,4.725972290E0
1.305096125E0,-8.567583618E0,-9.364526367E-1,4.737947388E0
1.315036125E0,-8.574319611E0,-9.440867615E-1,4.738246765E0
1.324976125E0,-8.599916382E0,-9.461824036E-1,4.737498322E0
1.334915125E0,-8.599467316E0,-9.443861389E-1,4.738097076E0
1.344855125E0,-8.585246887E0,-9.301657104E-1,4.740941162E0
1.354795125E0,-8.576415253E0,-9.104067993E-1,4.728666687E0
1.364735125E0,-8.589138794E0,-9.231303406E-1,4.710404663E0
1.374674125E0,-8.584199066E0,-9.096583557E-1,4.713248749E0
1.384614125E0,-8.578660583E0,-9.032217407E-1,4.688849487E0
1.394554125E0,-8.593928833E0,-9.090596008E-1,4.672383728E0
1.404494125E0,-8.605903931E0,-9.093589783E-1,4.686304779E0
1.414433125E0,-8.601263580E0,-9.186396790E-1,4.680017853E0
1.424373125E0,-8.584199066E0,-9.261241150E-1,4.692442017E0
1.434313125E0,-8.597671051E0,-9.372010803E-1,4.713697815E0
1.444252125E0,-8.595725098E0,-9.301657104E-1,4.726870422E0
1.454192125E0,-8.597371674E0,-9.208850098E-1,4.732558594E0
1.464132125E0,-8.583600311E0,-9.142987061E-1,4.737498322E0
1.474072125E0,-8.596922607E0,-9.240284729E-1,4.739294586E0
1.484011125E0,-8.585246887E0,-9.241781616E-1,4.738097076E0
1.493951125E0,-8.580606537E0,-9.222322083E-1,4.719984741E0
1.503891125E0,-8.586594086E0,-9.226812744E-1,4.703968048E0
1.513831125E0,-8.600515137E0,-9.186396790E-1,4.676425323E0
1.523770125E0,-8.600964203E0,-9.183403015E-1,4.677622833E0
1.533710125E0,-8.614585876E0,-9.211843872E-1,4.685406647E0
1.543650125E0,-8.614585876E0,-9.228309631E-1,4.697681122E0
1.553590125E0,-8.594826965E0,-9.131011963E-1,4.706812134E0
1.563529125E0,-8.573271790E0,-9.163943481E-1,4.736899567E0
1.573469125E0,-8.570727081E0,-9.063652039E-1,4.727020111E0
1.583409125E0,-8.577463074E0,-9.056167603E-1,4.733307037E0
1.593349125E0,-8.578810272E0,-9.003776550E-1,4.724625092E0
1.603288125E0,-8.591833191E0,-9.119036865E-1,4.725672913E0
1.613228125E0,-8.598120117E0,-9.198371887E-1,4.728816376E0
1.623168125E0,-8.591234436E0,-9.264234924E-1,4.714296570E0
1.633108125E0,-8.592132568E0,-9.286688232E-1,4.706512756E0
1.643047125E0,-8.599617004E0,-9.343569946E-1,4.697980499E0
1.652987125E0,-8.594228210E0,-9.261241150E-1,4.698130188E0
1.662927125E0,-8.589288483E0,-9.171427917E-1,4.671934662E0
1.672867125E0,-8.583750000E0,-9.084608459E-1,4.659959564E0
1.682806125E0,-8.605903931E0,-9.142987061E-1,4.658013611E0
1.692746125E0,-8.607999573E0,-9.174421692E-1,4.667444000E0
1.702686125E0,-8.611292725E0,-9.148974609E-1,4.693489838E0
1.712625125E0,-8.609197083E0,-9.132508850E-1,4.711602173E0
1.722565125E0,-8.588090973E0,-9.090596008E-1,4.752766571E0
1.732505125E0,-8.595276031E0,-9.027726746E-1,4.774172058E0
1.742445125E0,-8.575367432E0,-9.178912354E-1,4.782554626E0
1.752384125E0,-8.571475525E0,-9.086105347E-1,4.764741669E0
1.762324125E0,-8.582702179E0,-9.276210022E-1,4.752766571E0
1.772264125E0,-8.577463074E0,-9.276210022E-1,4.732558594E0
1.782204125E0,-8.576864319E0,-9.183403015E-1,4.721032562E0
1.792143125E0,-8.577762451E0,-9.110055542E-1,4.695884857E0
1.802083125E0,-8.609646149E0,-9.175918579E-1,4.683610382E0
