"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.272616666E-2,-3.628727216E-1,-2.313664296E-1,-2.411578846E-1
2.272016666E-2,-3.977602069E-1,-2.701387319E-1,-1.494115627E-1
3.271416665E-2,-3.887950366E-1,-2.851021953E-1,5.032055318E-2
4.270716666E-2,-3.127132958E-1,-2.774486285E-1,2.812990201E-1
5.270116666E-2,-2.152085628E-1,-2.379920559E-1,3.748158789E-1
6.269516665E-2,-8.704934495E-2,-1.688928773E-1,4.077497363E-1
7.268916667E-2,5.871439571E-2,-7.593091920E-2,4.020867079E-1
8.268316666E-2,1.201445855E-1,-4.131832615E-2,2.888805199E-1
9.267616665E-2,7.940186296E-2,-4.381991118E-2,1.228523397E-1
1.026701667E-1,-3.001132770E-2,-6.138012305E-2,-1.766853154E-2
1.126641667E-1,-1.473917882E-1,-1.098444776E-1,-1.008118451E-1
1.226581667E-1,-2.111972998E-1,-1.778027183E-1,-1.486829996E-1
1.326511667E-1,-1.896231388E-1,-2.131260404E-1,-1.728688377E-1
1.426451667E-1,-1.796673954E-1,-2.414134079E-1,-1.060246378E-1
1.526391667E-1,-8.650564525E-2,-2.149932025E-1,-2.074241281E-2
1.626331666E-1,3.385272911E-2,-1.572518018E-1,2.328068912E-2
1.726271667E-1,1.016885802E-1,-1.177300327E-1,7.001631439E-2
1.826201667E-1,1.053303540E-1,-9.045496434E-2,6.050815701E-2
1.926141666E-1,1.011369137E-1,-1.014152777E-1,5.701210678E-2
2.026081667E-1,7.026047219E-2,-1.170782143E-1,2.629200518E-2
2.126021667E-1,1.988228738E-2,-1.691239884E-1,1.341351271E-2
2.225951666E-1,-2.970180899E-2,-1.794776532E-1,-7.617752552E-3
2.325891667E-1,-8.632251777E-2,-1.673813720E-1,-2.636860371E-2
2.425831667E-1,-8.663673252E-2,-1.422826374E-1,-2.377711773E-2
2.525771667E-1,-1.341937819E-1,-1.672208659E-1,-5.287987947E-2
2.625711666E-1,-1.467869668E-1,-2.005172507E-1,-6.884219348E-2
2.725641667E-1,-1.166538161E-1,-2.137644102E-1,-1.295976877E-2
2.825581667E-1,-7.680036362E-2,-1.955324994E-1,-1.648154676E-2
2.925521666E-1,-6.194024976E-2,-1.715973607E-1,-2.958691120E-4
3.025461667E-1,-5.739316251E-2,-1.156835072E-1,2.570436001E-2
3.125391667E-1,-6.372628178E-2,-1.049117665E-1,1.854502916E-2
3.225331666E-1,-1.039458065E-1,-1.267087246E-1,1.891925097E-2
3.325271667E-1,-1.134002791E-1,-1.591558014E-1,-1.117929161E-2
3.425211667E-1,-1.136995469E-1,-1.327326724E-1,-5.177534044E-2
3.525151667E-1,-6.925581090E-2,-9.735526353E-2,-6.135249496E-2
3.625081667E-1,-7.563764479E-2,-7.724522710E-2,-5.836164415E-2
3.725021667E-1,-3.351536304E-2,-7.862326965E-2,-2.332103491E-2
3.824961667E-1,-1.135704696E-2,-8.591869444E-2,-1.348367929E-3
3.924901666E-1,-3.383674063E-3,-7.805053487E-2,-1.095534325E-2
4.024831667E-1,-8.233281635E-3,-6.951374620E-2,-3.620478988E-2
4.124771667E-1,-1.845578603E-2,-4.753771707E-2,-3.363786221E-2
4.224711666E-1,-3.350096427E-2,-4.083008364E-2,-2.037871599E-2
4.324651667E-1,-1.412391286E-2,-4.017694965E-2,-3.427403927E-2
