"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537474871571E9,"2026-06-04 3:44:34.872 UTC+02:00"
"PAUSE",3.479073904166762E1,1.780537509662075E9,"2026-06-04 3:45:09.662 UTC+02:00"
