"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780658912200869E9,"2026-06-05 1:28:32.201 UTC+02:00"
"PAUSE",4.756376595832990E1,1.780658959764651E9,"2026-06-05 1:29:19.765 UTC+02:00"
