"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537359463653E9,"2026-06-04 3:42:39.464 UTC+02:00"
"PAUSE",3.604192391666766E1,1.780537395505335E9,"2026-06-04 3:43:15.505 UTC+02:00"
