"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661488633955E9,"2026-06-05 2:11:28.634 UTC+02:00"
"PAUSE",4.270489504167926E1,1.780661531338470E9,"2026-06-05 2:12:11.338 UTC+02:00"
