"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.624005900E-2,-1.739048958E-1,6.659588814E-1,-5.654931068E-1
2.423635200E-2,-1.236284971E-1,6.269588470E-1,-6.574039459E-1
3.223226000E-2,-1.506037712E-1,6.549301147E-1,-7.629051208E-1
4.025716900E-2,-1.508849859E-1,7.348909378E-1,-7.616462708E-1
4.825315500E-2,-1.336784363E-1,7.715210915E-1,-7.056508064E-1
5.624798600E-2,-1.139975786E-1,7.912640572E-1,-6.973810196E-1
6.424520300E-2,-6.000185013E-2,8.142614365E-1,-6.909232140E-1
7.224088000E-2,-4.043793678E-2,8.495850563E-1,-6.992869377E-1
8.023617400E-2,-8.862805367E-2,8.679642677E-1,-7.122664452E-1
8.823092800E-2,-1.618258953E-1,8.891220093E-1,-7.068076134E-1
9.625375900E-2,-2.194923162E-1,8.922395706E-1,-7.358570099E-1
1.042530530E-1,-2.161902189E-1,8.611903191E-1,-7.014060020E-1
1.122488070E-1,-1.742174625E-1,7.734222412E-1,-7.067351341E-1
1.202434850E-1,-1.314270496E-1,6.614289284E-1,-5.758471489E-1
1.282394700E-1,-4.556989670E-2,5.261697769E-1,-5.500154495E-1
1.362348400E-1,9.194850922E-2,4.295296669E-1,-6.875872612E-1
1.442312110E-1,3.403086662E-1,3.612208366E-1,-8.456025124E-1
1.522572730E-1,5.567657948E-1,3.378281593E-1,-9.345197678E-1
1.602526430E-1,6.313805580E-1,3.852534294E-1,-9.240527153E-1
1.682480130E-1,5.805184841E-1,4.056367874E-1,-8.394880295E-1
1.762434590E-1,5.318896770E-1,3.878188133E-1,-6.926193237E-1
1.842399840E-1,4.816191196E-1,2.660045624E-1,-4.898762703E-1
1.922350460E-1,4.510381222E-1,1.090073586E-1,-1.785287857E-1
2.002307240E-1,4.107649326E-1,-2.958488464E-2,-8.846616745E-2
2.082574780E-1,2.719752789E-1,-1.676230431E-1,7.597160339E-2
2.162519250E-1,1.210539341E-1,-2.841758728E-1,1.629009247E-1
2.242486030E-1,8.959579468E-2,-3.363323212E-1,9.226989746E-2
2.322430500E-1,1.915984154E-1,-4.148130417E-1,-3.630352020E-2
2.402384200E-1,2.440369129E-1,-5.040092468E-1,-4.238033295E-2
2.482347130E-1,3.057179451E-1,-5.508670807E-1,-1.004037857E-1
2.562565440E-1,3.479599953E-1,-5.552787781E-1,-1.197080612E-1
2.642568380E-1,3.548891544E-1,-5.124802589E-1,-2.480726242E-1
2.722515920E-1,3.080263138E-1,-4.827170372E-1,-2.810263634E-1
2.802472710E-1,1.911051273E-1,-4.920520782E-1,-2.807059288E-1
2.882431790E-1,2.507231236E-1,-4.665956497E-1,-2.150688171E-1
2.962382410E-1,1.495382786E-1,-4.718871117E-1,-7.839155197E-2
3.042342270E-1,3.608322144E-2,-5.119762421E-1,7.480430603E-2
3.122299810E-1,1.298327446E-1,-5.839781761E-1,1.959557533E-1
3.202564280E-1,3.188917637E-1,-5.953259468E-1,2.221431732E-1
3.282520290E-1,3.325881958E-1,-5.467686653E-1,3.093132973E-1
3.362450140E-1,2.654531002E-1,-5.584530830E-1,4.215483665E-1
3.442427690E-1,2.248888016E-1,-5.392298698E-1,3.701043129E-1
3.522387540E-1,2.102684975E-1,-5.228757858E-1,3.224868774E-1
3.602338170E-1,1.330354214E-1,-4.971537590E-1,1.426000595E-1
3.682597250E-1,1.005125046E-2,-4.305987358E-1,3.921842575E-2
3.762553260E-1,-3.552484512E-2,-4.520287514E-1,-9.096622467E-3
