"event","experiment time","system time","system time text"
"START",0.000000000E0,1781032936.153,"2026-06-09 21:22:16.153 UTC+02:00"
"PAUSE",3.662374923E1,1781032972.777,"2026-06-09 21:22:52.777 UTC+02:00"
