"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.545916676E-3,1.850569993E-2,1.736884192E-2,-6.254922599E-3
1.548391668E-2,2.335259132E-2,9.157359600E-2,-3.938656300E-5
2.542191668E-2,2.484582737E-2,1.166278198E-1,2.260120958E-2
3.535991668E-2,2.845114656E-2,8.713938296E-2,2.089624852E-2
4.529891667E-2,3.192417696E-2,3.075787239E-2,1.144655515E-2
5.523691667E-2,3.911426663E-2,-4.310605302E-2,3.626619000E-3
6.517491667E-2,4.007540271E-2,-9.653252363E-2,3.725422081E-3
7.511291667E-2,3.887935728E-2,-1.085969731E-1,8.820940740E-3
8.505191669E-2,3.802634403E-2,-8.653987944E-2,1.261115074E-2
9.498991669E-2,3.863301128E-2,-4.834748432E-2,2.058279142E-2
1.049279167E-1,3.590140864E-2,-5.396556109E-3,2.840130031E-2
1.148659167E-1,3.571027517E-2,2.883134410E-2,2.874425799E-2
1.248049167E-1,3.026251122E-2,4.231199995E-2,3.020606562E-2
1.347429167E-1,3.295670822E-2,3.352103382E-2,2.519635111E-2
1.446809167E-1,3.314925730E-2,1.023461856E-2,2.451191843E-2
1.546189167E-1,3.668337315E-2,-1.977932453E-2,1.782378182E-2
1.645579167E-1,3.921524063E-2,-3.089535981E-2,1.033017877E-2
1.744959167E-1,3.597415239E-2,-3.501313180E-2,1.078805979E-2
1.844339167E-1,4.024692997E-2,-2.597569302E-2,1.766514033E-2
1.943719167E-1,4.164181277E-2,-1.599424705E-2,2.044579573E-2
2.043109167E-1,3.900022060E-2,-1.219828147E-3,2.097949386E-2
2.142489167E-1,4.259073362E-2,9.531462565E-4,2.768411860E-2
2.241869167E-1,4.256783053E-2,7.890956476E-4,3.281363472E-2
2.341249167E-1,4.349547252E-2,1.124699134E-3,3.817697987E-2
2.440639167E-1,3.944613785E-2,-4.555556923E-3,4.235334694E-2
2.540019167E-1,4.049173743E-2,-8.908053860E-3,4.563766718E-2
2.639399167E-1,3.550416604E-2,-9.220176376E-3,4.821107909E-2
2.738779167E-1,3.608639538E-2,-7.677507587E-3,4.990913719E-2
2.838169167E-1,3.215530142E-2,2.892578486E-3,4.870059341E-2
2.937549167E-1,3.448173776E-2,3.659421578E-3,4.697900265E-2
3.036929167E-1,2.897272259E-2,7.381987758E-3,4.592226073E-2
3.136309167E-1,3.055021726E-2,5.442095920E-3,4.674635828E-2
3.235699167E-1,2.950039878E-2,-4.674453754E-3,4.180726036E-2
3.335079167E-1,2.982814983E-2,-1.191741694E-2,4.305528477E-2
3.434459167E-1,2.861747704E-2,-1.902067102E-3,4.826922342E-2
3.533839167E-1,2.943797596E-2,1.439116150E-2,4.882537201E-2
