"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536180704529E9,"2026-06-04 3:23:00.705 UTC+02:00"
"PAUSE",4.722779745833213E1,1.780536227932004E9,"2026-06-04 3:23:47.932 UTC+02:00"
