"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537425439204E9,"2026-06-04 3:43:45.439 UTC+02:00"
"PAUSE",3.355485816666624E1,1.780537458993836E9,"2026-06-04 3:44:18.994 UTC+02:00"
