"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780664224546746E9,"2026-06-05 2:57:04.547 UTC+02:00"
"PAUSE",3.821237229165854E1,1.780664262760264E9,"2026-06-05 2:57:42.760 UTC+02:00"
