"event","experiment time","system time","system time text"
"START",0.000000000E0,1781033139.551,"2026-06-09 21:25:39.551 UTC+02:00"
"PAUSE",3.813647823E1,1781033177.688,"2026-06-09 21:26:17.688 UTC+02:00"
