"event","experiment time","system time","system time text"
"START",0.000000000E0,1781033408.489,"2026-06-09 21:30:08.489 UTC+02:00"
"PAUSE",3.653366439E1,1781033445.023,"2026-06-09 21:30:45.023 UTC+02:00"
