"event","experiment time","system time","system time text"
"START",0.000000000E0,1780771588.585,"2026-06-06 20:46:28.585 UTC+02:00"
"PAUSE",3.717913662E1,1780771625.764,"2026-06-06 20:47:05.764 UTC+02:00"
