"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537243655595E9,"2026-06-04 3:40:43.656 UTC+02:00"
"PAUSE",3.495349858333248E1,1.780537278608858E9,"2026-06-04 3:41:18.609 UTC+02:00"
