"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.081666649E-4,-2.017132938E-3,-2.752918564E-2,8.960923180E-3
1.084816668E-2,-2.207815647E-3,-1.943770424E-2,3.246578854E-3
2.078816667E-2,5.520344712E-4,-6.963487249E-3,8.452151902E-3
3.072816669E-2,-2.692228649E-3,2.741604112E-3,2.447532676E-2
4.066816668E-2,-5.174382590E-3,7.840533741E-3,3.551468998E-2
5.060716669E-2,-8.456994779E-3,9.713535197E-3,3.644093871E-2
6.054716668E-2,-5.362587050E-3,1.138956752E-2,3.299976140E-2
7.048716667E-2,-7.188183255E-3,7.704018615E-3,2.921061404E-2
8.042716669E-2,-8.255794644E-3,7.814439945E-3,2.618030831E-2
9.036716667E-2,-1.190325990E-2,1.654161885E-2,1.784141734E-2
1.003071667E-1,-1.184037887E-2,2.130728588E-2,7.281240076E-3
1.102471667E-1,-1.480980404E-2,2.654598653E-2,-7.239561528E-4
1.201861667E-1,-1.594427042E-2,3.114412539E-2,-1.028182730E-2
1.301261667E-1,-1.356100664E-2,3.996637464E-2,-4.022866488E-3
1.400661667E-1,-1.470080018E-2,2.151112445E-2,3.826746717E-3
1.500061667E-1,-1.812828891E-2,-7.206274662E-3,-1.987999305E-3
1.599461667E-1,-1.845936663E-2,-1.859399118E-2,-6.495958194E-3
1.698861667E-1,-1.919892617E-2,-1.836549118E-2,-7.771080360E-3
1.798261667E-1,-1.955478825E-2,-1.169028599E-2,-6.452736445E-3
1.897651667E-1,-1.795183122E-2,-3.975108732E-3,-7.089764811E-3
1.997051667E-1,-1.677521691E-2,6.347243674E-3,-7.420473732E-3
2.096451667E-1,-1.411045901E-2,1.429704670E-2,-7.573605515E-3
2.195851667E-1,-1.318513043E-2,1.974132098E-2,-7.855207659E-3
2.295251667E-1,-8.343502879E-3,2.482849173E-2,-2.536343411E-3
2.394651667E-1,-9.134010412E-3,2.883990481E-2,6.004787516E-3
2.494051667E-1,-8.916431107E-3,2.328162268E-2,2.304635569E-2
2.593441667E-1,-1.324887387E-2,1.303579658E-2,3.655516356E-2
2.692841667E-1,-1.563666388E-2,5.850587040E-3,5.001904070E-2
2.792241667E-1,-1.629142091E-2,-9.652830660E-3,6.806544214E-2
2.891641667E-1,-1.976444945E-2,-2.261416987E-2,8.309659362E-2
