"event","experiment time","system time","system time text"
"START",0.000000000E0,1780771903.755,"2026-06-06 20:51:43.755 UTC+02:00"
"PAUSE",3.792429877E1,1780771941.679,"2026-06-06 20:52:21.679 UTC+02:00"
