"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.504419000E-3,-1.261744261E0,-1.412578970E-1,9.153033257E0
6.547809000E-3,-1.333570361E0,-1.675941199E-1,9.138668060E0
8.653966000E-3,-1.391031146E0,-1.675941199E-1,9.150638580E0
1.063820200E-2,-1.412579060E0,-1.675941199E-1,9.160215378E0
1.265243700E-2,-1.443703651E0,-1.699883193E-1,9.191340446E0
1.463675000E-2,-1.448492050E0,-1.651999205E-1,9.208099365E0
1.665052300E-2,-1.446097851E0,-1.651999205E-1,9.220070839E0
1.863368200E-2,-1.453280449E0,-1.723825186E-1,9.275136948E0
2.064776300E-2,-1.417367458E0,-1.723825186E-1,9.342175484E0
2.263153700E-2,-1.410184860E0,-1.675941199E-1,9.366117477E0
2.464508000E-2,-1.393425345E0,-1.197100878E-1,9.428366661E0
2.662962300E-2,-1.379060149E0,-1.029506698E-1,9.512163162E0
2.864293600E-2,-1.352723956E0,-9.576806426E-2,9.550470352E0
3.062632400E-2,-1.312022567E0,-8.140286058E-2,9.624691010E0
3.264132900E-2,-1.297657371E0,-8.140286058E-2,9.667786598E0
3.465587200E-2,-1.266532660E0,-8.140286058E-2,9.758766174E0
3.663918400E-2,-1.254561663E0,-8.858546615E-2,9.832986832E0
3.865311100E-2,-1.256955862E0,-1.053448766E-1,9.864110947E0
4.063703900E-2,-1.240196466E0,-1.388636976E-1,9.933543205E0
4.265065900E-2,-1.221042871E0,-1.699883193E-1,9.986215591E0
4.463551000E-2,-1.206677675E0,-1.891419291E-1,1.002212811E1
4.664874500E-2,-1.211466074E0,-2.178723514E-1,1.007240677E1
4.863282700E-2,-1.189918280E0,-2.825157940E-1,1.014423275E1
5.064721500E-2,-1.180341482E0,-2.873041928E-1,1.016578007E1
5.262975900E-2,-1.149216771E0,-3.136404157E-1,1.019929886E1
5.464537800E-2,-1.149216771E0,-3.303998411E-1,1.024239445E1
5.662853700E-2,-1.146822572E0,-3.399766386E-1,1.024957752E1
5.864208000E-2,-1.154005170E0,-3.447650373E-1,1.027351952E1
6.065585400E-2,-1.146822572E0,-3.423708379E-1,1.027351952E1
6.263993500E-2,-1.132457376E0,-3.399766386E-1,1.027830791E1
6.465347800E-2,-1.130063176E0,-3.280056417E-1,1.027112484E1
6.663809800E-2,-1.125274777E0,-3.160346150E-1,1.025915432E1
6.865225600E-2,-1.098938584E0,-2.920926213E-1,1.021605873E1
7.063556800E-2,-1.094150186E0,-2.753331959E-1,1.019451046E1
7.265034200E-2,-1.091755986E0,-2.609679997E-1,1.017535686E1
7.463411600E-2,-1.079784989E0,-2.561795712E-1,1.013226128E1
7.664819700E-2,-1.058237195E0,-2.657563984E-1,1.007958889E1
7.863074000E-2,-1.060631394E0,-2.561795712E-1,1.006043530E1
8.064551400E-2,-1.060631394E0,-2.298433632E-1,1.000297451E1
8.262851800E-2,-1.058237195E0,-2.226607651E-1,9.945513725E0
8.464421500E-2,-1.063025594E0,-2.154781520E-1,9.916783333E0
8.662729600E-2,-1.089361787E0,-2.059013397E-1,9.854534149E0
8.864176300E-2,-1.110909581E0,-2.059013397E-1,9.809044838E0
9.065530500E-2,-1.122880578E0,-2.154781520E-1,9.782708168E0
9.263877200E-2,-1.139639974E0,-1.987187415E-1,9.744400978E0
9.465377600E-2,-1.149216771E0,-1.987187415E-1,9.727641106E0
9.663693500E-2,-1.168370485E0,-1.963245422E-1,9.684545517E0
9.865132300E-2,-1.185129881E0,-1.915361285E-1,9.653421402E0
1.006344050E-1,-1.197100878E0,-1.915361285E-1,9.639056206E0
1.026480250E-1,-1.201889277E0,-1.891419291E-1,9.615114212E0
1.046311070E-1,-1.209071875E0,-1.747767180E-1,9.574412346E0
1.066461890E-1,-1.211466074E0,-1.699883193E-1,9.555258751E0
1.086311160E-1,-1.204283476E0,-1.771709323E-1,9.533711433E0
1.106431210E-1,-1.211466074E0,-1.939303428E-1,9.526528358E0
1.126282790E-1,-1.228225470E0,-1.987187415E-1,9.519346237E0
1.146425140E-1,-1.235408068E0,-1.915361285E-1,9.502586365E0
1.166556720E-1,-1.230619669E0,-1.915361285E-1,9.497797966E0
1.186399850E-1,-1.225831270E0,-1.867477298E-1,9.495404243E0
1.206541430E-1,-1.233013868E0,-1.963245422E-1,9.502586365E0
1.226375320E-1,-1.261744261E0,-1.819593310E-1,9.509769440E0
1.246520750E-1,-1.271321058E0,-1.723825186E-1,9.509769440E0
1.266354640E-1,-1.297657371E0,-1.843535304E-1,9.504981041E0
1.286496220E-1,-1.314416766E0,-1.891419291E-1,9.512163162E0
1.306338580E-1,-1.362300754E0,-1.843535304E-1,9.528923035E0
1.326471700E-1,-1.379060149E0,-1.723825186E-1,9.550470352E0
1.346327130E-1,-1.398213744E0,-1.867477298E-1,9.560047150E0
1.366450250E-1,-1.455674648E0,-1.723825186E-1,9.595960617E0
1.386289530E-1,-1.496376038E0,-1.795651317E-1,9.617507935E0
1.406424950E-1,-1.508347034E0,-1.819593310E-1,9.629479408E0
1.426572700E-1,-1.537077546E0,-1.891419291E-1,9.653421402E0
1.446406580E-1,-1.570596337E0,-1.891419291E-1,9.696516991E0
1.466554330E-1,-1.577778935E0,-1.939303428E-1,9.713275909E0
1.486388980E-1,-1.592144132E0,-2.035071403E-1,9.730035782E0
1.506533650E-1,-1.613691926E0,-1.891419291E-1,9.770736694E0
1.526369840E-1,-1.616086125E0,-1.819593310E-1,9.789890289E0
1.546518350E-1,-1.599326730E0,-2.106897533E-1,9.825803757E0
1.566345320E-1,-1.608903527E0,-2.202665508E-1,9.854534149E0
1.586484600E-1,-1.616086125E0,-2.202665508E-1,9.864110947E0
1.606330790E-1,-1.613691926E0,-2.106897533E-1,9.873687744E0
1.626466220E-1,-1.611297727E0,-1.987187415E-1,9.885659218E0
1.646305500E-1,-1.604115129E0,-1.987187415E-1,9.909601212E0
1.666450160E-1,-1.584961534E0,-2.106897533E-1,9.938331604E0
1.686284820E-1,-1.572990537E0,-2.059013397E-1,9.945513725E0
1.706411020E-1,-1.568202138E0,-2.226607651E-1,9.969455719E0
1.726557980E-1,-1.570596337E0,-2.250549644E-1,9.971850395E0
1.746404960E-1,-1.570596337E0,-2.346317619E-1,9.964667320E0
1.766536530E-1,-1.553836942E0,-2.418143749E-1,9.950302124E0
1.786373510E-1,-1.551442742E0,-2.274491638E-1,9.931148529E0
1.806509700E-1,-1.551442742E0,-2.298433632E-1,9.933543205E0
1.826352060E-1,-1.544260144E0,-2.202665508E-1,9.923966408E0
1.846488250E-1,-1.532289028E0,-2.035071403E-1,9.911994934E0
1.866340610E-1,-1.522712231E0,-2.130839527E-1,9.911994934E0
1.886481430E-1,-1.510741234E0,-2.154781520E-1,9.897629738E0
1.906306090E-1,-1.505952835E0,-2.154781520E-1,9.895236015E0
1.926456910E-1,-1.505952835E0,-2.130839527E-1,9.892841339E0
1.946300020E-1,-1.508347034E0,-2.178723514E-1,9.864110947E0
1.966435460E-1,-1.493981838E0,-2.130839527E-1,9.854534149E0
1.986272420E-1,-1.458068848E0,-2.082955539E-1,9.840168953E0
2.006407850E-1,-1.455674648E0,-2.202665508E-1,9.840168953E0
2.026549430E-1,-1.443703651E0,-2.178723514E-1,9.832986832E0
2.046392560E-1,-1.422155857E0,-2.250549644E-1,9.804255486E0
2.066531060E-1,-1.419761658E0,-2.442085743E-1,9.797073364E0
2.086364960E-1,-1.414973259E0,-2.394201756E-1,9.794678688E0
2.106507310E-1,-1.386242747E0,-2.513911724E-1,9.777919769E0
2.126340430E-1,-1.371877551E0,-2.442085743E-1,9.758766174E0
2.146497400E-1,-1.371877551E0,-2.489969730E-1,9.751583099E0
2.166319750E-1,-1.362300754E0,-2.513911724E-1,9.732429504E0
