"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.463675000E-2,7.517838478E-2,8.566051722E-3,-4.779024124E-1
2.263153700E-2,9.807443619E-2,2.184852958E-3,-3.223667145E-1
3.062632400E-2,1.808203459E-1,8.439379185E-2,-6.624889374E-2
3.865311100E-2,1.985039711E-1,4.825207591E-2,1.672849655E-1
4.664874500E-2,2.037550211E-1,-5.636723340E-2,3.697557449E-1
5.464537800E-2,2.214368582E-1,-1.477863938E-1,5.337209702E-1
6.263993500E-2,1.969887018E-1,-1.379754841E-1,5.642890930E-1
7.063556800E-2,1.964511871E-1,-6.480716169E-2,4.754352570E-1
7.863074000E-2,1.947060823E-1,-4.055140913E-2,3.368549347E-1
8.662729600E-2,1.427054405E-1,8.166983724E-3,1.279430389E-1
9.465377600E-2,7.229888439E-2,1.338733733E-2,-3.232955933E-4
1.026480250E-1,2.273535728E-2,2.169358730E-2,-1.124868393E-1
1.106431210E-1,1.769959927E-2,1.539209485E-2,-2.005329132E-1
1.186399850E-1,8.898854256E-3,2.110080421E-2,-2.309837341E-1
1.266354640E-1,-5.671727657E-2,2.226875722E-2,-2.206430435E-1
1.346327130E-1,-1.350575686E-1,1.494571567E-2,-1.628198624E-1
1.426572700E-1,-2.372967005E-1,1.102221012E-2,-6.464958191E-2
1.506533650E-1,-2.743754387E-1,9.326234460E-3,5.800151825E-2
1.586484600E-1,-2.445777655E-1,-1.950794458E-2,1.559162140E-1
1.666450160E-1,-1.895906925E-1,-9.271636605E-3,2.335510254E-1
1.746404960E-1,-1.587909460E-1,-2.987626195E-2,2.623348236E-1
1.826352060E-1,-1.201412678E-1,-1.407799125E-2,2.234630585E-1
1.906306090E-1,-7.314729691E-2,-8.487150073E-3,1.960287094E-1
1.986272420E-1,-2.900838852E-2,-1.214787364E-3,1.404113770E-1
2.066531060E-1,4.516720772E-3,-3.721265495E-2,9.661102295E-2
2.146497400E-1,4.702031612E-2,-4.223857820E-2,5.032730103E-2
2.226433730E-1,7.353806496E-2,-2.607563138E-2,2.771377563E-2
2.306396220E-1,9.325599670E-2,-3.538092971E-2,-2.895355225E-3
2.386347940E-1,1.191061735E-1,-4.134973884E-2,4.357337952E-3
