"event","experiment time","system time","system time text"
"START",0.000000000E0,1780939380.637,"2026-06-08 19:23:00.637 UTC+02:00"
"PAUSE",4.456135823E1,1780939425.199,"2026-06-08 19:23:45.199 UTC+02:00"
