"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.805583333E-3,-1.042418218E-1,6.878225952E-3,-5.557661533E-2
1.180058333E-2,-4.403070331E-2,1.272734195E-2,1.100679874E-2
2.179558333E-2,-3.484823585E-2,-1.219787657E-2,1.137160653E-1
3.179058333E-2,-3.809285581E-2,-1.227337874E-2,1.329072118E-1
4.178558333E-2,-1.470223904E-2,-4.625878483E-3,1.244790351E-1
5.178058333E-2,4.981827736E-4,-3.913249075E-4,5.681622505E-2
6.177558333E-2,-7.980279922E-3,6.169251055E-3,4.018498957E-2
7.177058333E-2,-8.234750748E-2,-3.202227652E-3,2.234688878E-2
8.176558333E-2,-9.839986861E-2,-9.400787875E-3,1.814040184E-2
9.176058333E-2,-9.895710826E-2,2.852198705E-3,2.757605374E-2
1.017555833E-1,-8.476416171E-2,1.899994254E-2,8.571433425E-3
1.117505833E-1,-6.258567274E-2,1.538767889E-2,3.017747998E-2
1.217455833E-1,-4.174034894E-2,-4.875920042E-3,4.389738679E-2
1.317405833E-1,-6.184775412E-2,-5.896039903E-3,4.690285563E-2
1.417355833E-1,-5.305295706E-2,-1.913413614E-2,6.813175678E-2
1.517305833E-1,-7.056127489E-2,-1.300574251E-2,6.554728746E-2
1.617255833E-1,-6.008189499E-2,-7.509140521E-3,6.087828577E-2
1.717205833E-1,-5.178703487E-2,8.330820501E-4,4.670171142E-2
1.817155833E-1,-3.971311927E-2,-1.183074452E-2,6.682958186E-2
1.917105833E-1,-6.617761731E-2,-8.362614736E-3,5.935216248E-2
2.017055833E-1,-8.036179304E-2,3.613652363E-3,3.919213235E-2
2.117005833E-1,-6.154077530E-2,1.309966341E-2,3.077857375E-2
2.216955833E-1,-5.774008512E-2,1.612457424E-2,7.762178779E-3
2.316905833E-1,-5.571519434E-2,1.736849628E-2,2.141952038E-2
2.416855833E-1,-6.627935886E-2,-9.246640652E-4,4.334424019E-2
2.516795833E-1,-6.488947570E-2,-1.965980083E-3,3.498038292E-2
2.616745833E-1,-4.968437612E-2,1.137159191E-2,3.818699598E-2
2.716695833E-1,-6.472809255E-2,-2.680948377E-4,1.975364864E-2
2.816645833E-1,-7.007420182E-2,-5.028166920E-3,1.500570953E-2
2.916595833E-1,-7.431109428E-2,7.367857173E-3,5.358388424E-2
3.016545833E-1,-6.227927864E-2,-4.517485723E-3,7.933443725E-2
3.116495833E-1,-4.720281780E-2,2.774357647E-3,1.042529315E-1
3.216445833E-1,-2.116750538E-2,-5.962332711E-3,6.963916898E-2
3.316395833E-1,-4.586965263E-2,8.401717991E-4,4.698471665E-2
3.416345833E-1,-5.391951442E-2,-1.349464282E-3,4.172397673E-2
3.516295833E-1,-6.290902376E-2,8.898731321E-4,3.825423896E-2
3.616245833E-1,-9.378758490E-2,6.078911573E-4,4.596496224E-2
3.716195833E-1,-5.711618721E-2,7.338840365E-3,5.610403419E-2
3.816145833E-1,-3.975872755E-2,-1.650961339E-2,7.762880445E-2
3.916095833E-1,-1.918412983E-2,-4.123091027E-3,6.971225917E-2
4.016045833E-1,-3.527391315E-2,2.951820642E-3,5.313014030E-2
4.115995833E-1,-5.398500323E-2,-9.873608351E-3,7.023383081E-2
4.215945833E-1,-6.208690524E-2,-2.033120736E-2,5.616426051E-2
4.315895833E-1,-6.672725558E-2,-1.008834735E-2,3.867406905E-2
4.415845833E-1,-6.034385026E-2,1.132466801E-2,2.992371082E-2
4.515795833E-1,-4.048787534E-2,-1.624575779E-3,2.859288454E-2
4.615745833E-1,-4.984517455E-2,3.826856464E-3,4.844184279E-2
4.715695833E-1,-6.291837931E-2,-2.041116804E-3,5.920949042E-2
4.815645833E-1,-5.610812724E-2,-1.202129066E-2,7.763582110E-2
4.915592083E-1,-5.243490636E-2,-2.766025364E-3,5.206770122E-2
5.015542083E-1,-3.037219226E-2,-2.987488657E-3,6.550343335E-2
5.115492083E-1,-3.877581060E-2,-1.699822135E-2,5.618998826E-2
5.215442083E-1,-3.746194124E-2,-5.687659755E-3,4.885114789E-2
5.315392083E-1,-5.962756634E-2,-1.114559703E-2,5.171277523E-2
5.415342083E-1,-7.419064164E-2,-1.122321881E-2,5.366632998E-2
5.515292083E-1,-7.888244748E-2,-1.118133813E-2,4.855586350E-2
5.615242083E-1,-7.185760260E-2,-9.178739861E-3,3.975931227E-2
5.715192083E-1,-4.363952458E-2,-5.570203811E-4,1.719724596E-2
5.815142083E-1,-6.476434529E-2,-5.544987693E-3,3.581244171E-2
5.915082083E-1,-6.671088338E-2,-8.492349833E-3,4.564278066E-2
6.015032083E-1,-5.138474643E-2,-1.283098385E-3,5.980473697E-2
6.114982083E-1,-5.256705344E-2,-1.128059462E-2,5.922293901E-2
6.214932083E-1,-5.627945065E-2,-6.544788480E-3,5.875457704E-2
6.314882083E-1,-5.535442114E-2,-6.286487728E-3,4.584275544E-2
6.414832083E-1,-4.528434634E-2,-6.294966191E-3,5.775762677E-2
6.514782083E-1,-5.163266838E-2,5.103961453E-3,4.432715714E-2
6.614732083E-1,-5.012525618E-2,-7.345272303E-3,5.295881689E-2
6.714682083E-1,-5.277053654E-2,-1.456877634E-2,6.373582006E-2
6.814632083E-1,-5.240683973E-2,-6.274720207E-3,5.884170055E-2
6.914582083E-1,-4.904702961E-2,7.091722414E-3,5.907325029E-2
7.014532083E-1,-3.216845691E-2,-6.485804692E-3,7.395967662E-2
7.114482083E-1,-6.149516702E-2,-3.325896263E-3,6.613200903E-2
