"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.805583333E-3,-3.392061917E-3,3.913100343E-3,2.711636014E-3
1.180058333E-2,-3.975303844E-3,1.014726236E-2,5.107422825E-3
2.179558333E-2,-1.594703877E-3,2.252670005E-2,4.425387364E-3
3.179058333E-2,-9.120337199E-5,3.381968290E-2,4.121875390E-3
4.178558333E-2,2.986834152E-4,3.675954789E-2,4.474477842E-3
5.178058333E-2,1.803204883E-3,3.362642229E-2,1.926023979E-3
6.177558333E-2,5.286158994E-4,3.469941020E-2,3.493560711E-3
7.177058333E-2,-1.536951750E-4,2.644411474E-2,3.112735227E-3
8.176558333E-2,9.395324741E-4,2.075959742E-2,1.395262778E-3
9.176058333E-2,1.380313421E-3,1.348473597E-2,-7.056118920E-5
1.017555833E-1,2.237318549E-3,8.972275071E-3,1.179526560E-3
1.117505833E-1,5.882152473E-4,1.030253433E-2,-1.505417749E-3
1.217455833E-1,1.389560406E-3,9.114231914E-3,-2.352569252E-3
1.317405833E-1,-1.078344649E-3,1.250006817E-2,-2.472179942E-3
1.417355833E-1,5.428823177E-3,1.251604781E-2,1.308177132E-3
1.517305833E-1,6.789110601E-3,1.273636520E-2,4.693223163E-4
1.617255833E-1,4.328882322E-3,1.286180131E-2,-1.967339776E-4
1.717205833E-1,3.385122400E-3,1.089421473E-2,-4.498148337E-5
1.817155833E-1,5.258656573E-3,1.330943592E-2,-6.391326897E-4
1.917105833E-1,6.250876002E-3,8.257694542E-3,-2.262542024E-3
2.017055833E-1,7.223729044E-3,9.934155270E-3,1.358292066E-3
2.117005833E-1,3.125482937E-3,7.364790887E-3,-1.206932124E-3
2.216955833E-1,4.701541737E-3,7.967730984E-3,-7.595210336E-4
2.316905833E-1,1.818366349E-3,1.331537962E-3,-3.749158699E-3
2.416855833E-1,-3.856657713E-4,1.605310943E-3,-2.282022964E-3
2.516795833E-1,2.346167807E-3,-1.973573351E-3,-2.329399809E-3
2.616745833E-1,-3.602972720E-5,-5.466575269E-3,-1.884385943E-3
2.716695833E-1,-9.190505370E-4,-9.618953802E-3,-1.232771669E-3
2.816645833E-1,4.625973525E-4,-9.532134980E-3,-1.854886301E-3
2.916595833E-1,9.863392916E-4,-8.689064533E-3,-7.280283608E-4
3.016545833E-1,2.139221877E-3,-3.512145719E-3,-1.124306582E-3
3.116495833E-1,1.139177009E-3,-8.783757221E-4,-3.786914516E-3
3.216445833E-1,1.917885384E-3,6.236471236E-4,-6.225463003E-4
3.316395833E-1,3.255665069E-3,-1.040305244E-3,-1.626879442E-3
3.416345833E-1,4.294830840E-3,1.396753360E-3,-2.054050099E-3
3.516295833E-1,2.789125545E-3,-1.882236684E-3,-2.044762950E-3
3.616245833E-1,1.480448293E-3,-3.184788628E-3,5.194405094E-5
3.716195833E-1,1.826309483E-3,-1.240170328E-3,3.103315830E-4
3.816145833E-1,1.210320392E-3,3.791073803E-3,7.620039396E-4
3.916095833E-1,2.360805869E-3,5.724528339E-3,2.098910511E-3
4.016045833E-1,1.171704498E-3,8.473709226E-3,-1.166657545E-3
4.115995833E-1,1.675125328E-3,1.048867963E-2,-5.230321549E-4
4.215945833E-1,-1.087371609E-3,9.141120128E-3,1.112947706E-3
4.315895833E-1,1.495204750E-3,8.831114508E-3,6.289002486E-4
4.415845833E-1,-2.693681279E-3,8.278508671E-3,-8.952268399E-4
4.515795833E-1,-3.493951866E-3,7.030583918E-3,1.998291351E-3
4.615745833E-1,-3.176503116E-3,6.493956782E-3,6.504654884E-4
4.715695833E-1,-3.192600561E-3,5.092049949E-3,1.375268679E-3
4.815645833E-1,-2.505238634E-3,8.466540836E-3,2.862644382E-3
4.915592083E-1,-8.930718759E-4,9.284811094E-3,1.882149838E-3
5.015542083E-1,-1.278164913E-3,1.321004517E-2,2.322636545E-3
5.115492083E-1,-3.073612927E-3,9.728953242E-3,3.241652623E-3
5.215442083E-1,-1.468791859E-3,5.978157278E-3,-6.386265159E-5
5.315392083E-1,9.434901876E-4,8.136084303E-3,6.163148209E-4
5.415342083E-1,1.020988217E-3,5.520061590E-3,2.393176081E-3
5.515292083E-1,3.956058063E-3,5.613538437E-3,2.535655163E-3
5.615242083E-1,-1.654500957E-4,2.191909123E-3,2.087444998E-3
5.715192083E-1,1.029197825E-3,-2.226731740E-4,-1.708590426E-3
5.815142083E-1,3.228702350E-3,1.554954797E-4,-1.623368822E-3
5.915082083E-1,1.786913257E-3,-1.641178736E-3,-1.579195261E-3
6.015032083E-1,1.139765140E-3,-3.128021490E-3,-9.283185937E-4
6.114982083E-1,-6.603085785E-5,-2.623063745E-3,-1.320396550E-3
6.214932083E-1,1.471944619E-3,-2.120525343E-3,-1.190449111E-4
6.314882083E-1,1.208332833E-6,-2.074934077E-3,1.176685560E-3
6.414832083E-1,3.048929852E-3,-2.571347170E-3,-1.689142082E-3
6.514782083E-1,1.706145704E-3,-1.986847725E-3,-2.550394740E-3
6.614732083E-1,6.424790481E-4,-2.395642921E-3,-2.216966357E-3
6.714682083E-1,-8.318007458E-4,2.519913949E-3,1.957084052E-3
6.814632083E-1,-1.210502232E-3,4.985746928E-4,8.542691357E-4
6.914582083E-1,-5.141317379E-4,4.660136066E-3,2.281330526E-4
7.014532083E-1,-2.816700842E-3,2.019079402E-3,1.657185145E-3
7.114482083E-1,-1.399688073E-3,4.423720762E-3,4.891264252E-4
7.214432083E-1,-1.631383086E-3,2.485205885E-3,-5.375221372E-4
7.314382083E-1,7.536530029E-4,8.828593418E-4,2.154803835E-3
7.414332083E-1,-1.259164070E-3,3.234962933E-3,9.385384619E-4
7.514282083E-1,-2.448091749E-3,9.640310891E-4,-2.649470698E-3
7.614232083E-1,1.704309136E-3,-6.101632025E-4,1.233950723E-3
7.714182083E-1,-1.029692008E-3,-1.597130904E-3,2.078705467E-3
7.814132083E-1,3.146716626E-4,-3.790510353E-3,-2.203924116E-3
7.914082083E-1,5.054327194E-3,-7.413377985E-3,-9.519923478E-4
8.014032083E-1,2.272389131E-3,-7.239739411E-3,2.962313592E-4
8.113982083E-1,-1.942953677E-4,-9.293261915E-3,-2.715223469E-3
8.213932083E-1,3.989797086E-3,-9.888211265E-3,-1.194558106E-3
8.313882083E-1,1.861389377E-3,-9.418729693E-3,-7.008016109E-4
8.413832083E-1,-1.242634316E-4,-7.329212967E-3,1.008681487E-3
8.513782083E-1,1.589049702E-3,-2.261130372E-3,3.063022159E-4
8.613732083E-1,2.460169606E-3,-3.039732110E-4,2.406204818E-3
8.713682083E-1,-2.030039905E-3,2.896195743E-3,9.015477262E-4
8.813632083E-1,1.845924649E-3,7.031818852E-3,3.704790957E-3
8.913582083E-1,-2.309523989E-3,9.615865536E-3,3.501100233E-3
9.013532083E-1,-3.478396102E-4,1.131842472E-2,-4.800590687E-4
9.113482083E-1,-1.512182876E-3,7.411534432E-3,1.369067002E-3
9.213432083E-1,-4.852679849E-4,1.059188135E-2,1.802629326E-3
9.313372083E-1,7.109962171E-4,7.571760565E-3,2.282469533E-3
9.413322083E-1,1.610079315E-3,9.015194140E-3,6.049447693E-4
9.513272083E-1,-8.261062903E-4,8.571235463E-3,2.478596289E-3
9.613222083E-1,-1.896430738E-3,1.059497148E-2,2.656229073E-3
9.713172083E-1,-5.339945783E-4,9.583108127E-3,-1.097028144E-4
9.813122083E-1,-3.983853385E-3,8.024892770E-3,2.743247896E-4
9.913072083E-1,-1.462703571E-3,7.741840091E-3,1.027247868E-3
1.001302208E0,-2.560253197E-4,8.016413078E-3,2.350572962E-3
1.011297208E0,-1.537860138E-3,5.249728449E-3,7.548481226E-4
