"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538066784677E9,"2026-06-04 3:54:26.785 UTC+02:00"
"PAUSE",3.340806454166704E1,1.780538100192902E9,"2026-06-04 3:55:00.193 UTC+02:00"
