"event","experiment time","system time","system time text"
"START",0.000000000E0,1781006804.339,"2026-06-09 14:06:44.339 UTC+02:00"
"PAUSE",3.523748023E1,1781006839.577,"2026-06-09 14:07:19.577 UTC+02:00"
