"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537302951312E9,"2026-06-04 3:41:42.951 UTC+02:00"
"PAUSE",3.682591470833358E1,1.780537339776979E9,"2026-06-04 3:42:19.777 UTC+02:00"
