"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536638270415E9,"2026-06-04 3:30:38.270 UTC+02:00"
"PAUSE",3.403179624999939E1,1.780536672301995E9,"2026-06-04 3:31:12.302 UTC+02:00"
